Variable,cu,co,Model,Pinball Loss,Best Params,delta C,sl,dataset,training_description
CA_4_FOODS_3_694,7.5,2.5,LGBM,1.143775036438466,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 50), ('num_leaves', 31)])",-0.3206474647536927,0.75,m5,ID-Based Training
CA_4_FOODS_3_714,7.5,2.5,LGBM,1.7865267850443671,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",-0.0531105259208901,0.75,m5,ID-Based Training
TX_1_FOODS_3_080,7.5,2.5,LGBM,1.6555714815945173,"OrderedDict([('learning_rate', 0.05), ('max_depth', 4), ('min_data_in_leaf', 50), ('n_estimators', 10), ('num_leaves', 31)])",-0.3058028587224362,0.75,m5,ID-Based Training
TX_1_FOODS_3_226,7.5,2.5,LGBM,1.9779746340265647,"OrderedDict([('learning_rate', 0.1), ('max_depth', 4), ('min_data_in_leaf', 100), ('n_estimators', 100), ('num_leaves', 31)])",0.2899578236827721,0.75,m5,ID-Based Training
TX_1_FOODS_3_228,7.5,2.5,LGBM,0.995429644515092,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 50), ('num_leaves', 127)])",-0.1261426281382858,0.75,m5,ID-Based Training
TX_1_FOODS_3_252,7.5,2.5,LGBM,6.7631498423601375,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",0.2294274848989466,0.75,m5,ID-Based Training
TX_1_FOODS_3_377,7.5,2.5,LGBM,1.1694503078381664,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",0.3936183588987284,0.75,m5,ID-Based Training
TX_1_FOODS_3_555,7.5,2.5,LGBM,5.377894307626479,"OrderedDict([('learning_rate', 0.1), ('max_depth', 9), ('min_data_in_leaf', 20), ('n_estimators', 10), ('num_leaves', 63)])",-0.260092390071476,0.75,m5,ID-Based Training
TX_1_FOODS_3_586,7.5,2.5,LGBM,6.848649777215213,"OrderedDict([('learning_rate', 0.05), ('max_depth', 4), ('min_data_in_leaf', 50), ('n_estimators', 20), ('num_leaves', 31)])",-0.2574570082755796,0.75,m5,ID-Based Training
TX_1_FOODS_3_668,7.5,2.5,LGBM,0.878855951317084,"OrderedDict([('learning_rate', 0.05), ('max_depth', 9), ('min_data_in_leaf', 20), ('n_estimators', 10), ('num_leaves', 31)])",-0.2003886164330905,0.75,m5,ID-Based Training
TX_1_FOODS_3_694,7.5,2.5,LGBM,4.044270515164194,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 100), ('n_estimators', 50), ('num_leaves', 63)])",0.0886150951742663,0.75,m5,ID-Based Training
TX_1_FOODS_3_714,7.5,2.5,LGBM,3.746329738825452,"OrderedDict([('learning_rate', 0.1), ('max_depth', 9), ('min_data_in_leaf', 50), ('n_estimators', 20), ('num_leaves', 31)])",-0.1340241371579746,0.75,m5,ID-Based Training
TX_2_FOODS_3_080,7.5,2.5,LGBM,2.143472637577384,"OrderedDict([('learning_rate', 0.05), ('max_depth', 4), ('min_data_in_leaf', 50), ('n_estimators', 10), ('num_leaves', 63)])",0.0435500581328009,0.75,m5,ID-Based Training
TX_2_FOODS_3_226,7.5,2.5,LGBM,2.004864666119121,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 100), ('num_leaves', 127)])",-0.3526797747309735,0.75,m5,ID-Based Training
TX_2_FOODS_3_228,7.5,2.5,LGBM,0.8890375160708475,"OrderedDict([('learning_rate', 0.01), ('max_depth', 8), ('min_data_in_leaf', 50), ('n_estimators', 100), ('num_leaves', 63)])",0.5780838906782417,0.75,m5,ID-Based Training
TX_2_FOODS_3_252,7.5,2.5,LGBM,7.729110760044485,"OrderedDict([('learning_rate', 0.01), ('max_depth', 9), ('min_data_in_leaf', 50), ('n_estimators', 250), ('num_leaves', 127)])",-0.0793770637468604,0.75,m5,ID-Based Training
TX_2_FOODS_3_377,7.5,2.5,LGBM,2.55353235609178,"OrderedDict([('learning_rate', 0.05), ('max_depth', 9), ('min_data_in_leaf', 20), ('n_estimators', 10), ('num_leaves', 127)])",0.4644276706324356,0.75,m5,ID-Based Training
TX_2_FOODS_3_555,7.5,2.5,LGBM,5.24460375096094,"OrderedDict([('learning_rate', 0.01), ('max_depth', 9), ('min_data_in_leaf', 100), ('n_estimators', 100), ('num_leaves', 127)])",-0.1361617410205517,0.75,m5,ID-Based Training
TX_2_FOODS_3_586,7.5,2.5,LGBM,6.946527702051595,"OrderedDict([('learning_rate', 0.05), ('max_depth', 9), ('min_data_in_leaf', 50), ('n_estimators', 250), ('num_leaves', 31)])",0.2061111197655321,0.75,m5,ID-Based Training
TX_2_FOODS_3_668,7.5,2.5,LGBM,1.1794268880441017,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 63)])",-0.1794268880441014,0.75,m5,ID-Based Training
TX_2_FOODS_3_694,7.5,2.5,LGBM,2.315375542410712,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 50), ('num_leaves', 63)])",-0.0895884905462174,0.75,m5,ID-Based Training
TX_2_FOODS_3_714,7.5,2.5,LGBM,4.97356966992504,"OrderedDict([('learning_rate', 0.01), ('max_depth', 8), ('min_data_in_leaf', 100), ('n_estimators', 250), ('num_leaves', 31)])",0.0957146054681743,0.75,m5,ID-Based Training
TX_3_FOODS_3_080,7.5,2.5,LGBM,1.527761424826558,"OrderedDict([('learning_rate', 0.01), ('max_depth', 8), ('min_data_in_leaf', 50), ('n_estimators', 50), ('num_leaves', 31)])",0.2041428856717467,0.75,m5,ID-Based Training
TX_3_FOODS_3_226,7.5,2.5,LGBM,1.8029260536494311,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 100), ('num_leaves', 127)])",-0.0355267590191603,0.75,m5,ID-Based Training
TX_3_FOODS_3_228,7.5,2.5,LGBM,0.8355607717413075,"OrderedDict([('learning_rate', 0.01), ('max_depth', 4), ('min_data_in_leaf', 20), ('n_estimators', 20), ('num_leaves', 127)])",0.1718335713714476,0.75,m5,ID-Based Training
TX_3_FOODS_3_252,7.5,2.5,LGBM,10.416598622252936,"OrderedDict([('learning_rate', 0.05), ('max_depth', 8), ('min_data_in_leaf', 100), ('n_estimators', 100), ('num_leaves', 63)])",-0.4805317838735135,0.75,m5,ID-Based Training
TX_3_FOODS_3_377,7.5,2.5,LGBM,3.6642558596918495,"OrderedDict([('learning_rate', 0.01), ('max_depth', 8), ('min_data_in_leaf', 50), ('n_estimators', 500), ('num_leaves', 63)])",0.0756832065642177,0.75,m5,ID-Based Training
TX_3_FOODS_3_555,7.5,2.5,LGBM,3.5698340957207715,"OrderedDict([('learning_rate', 0.05), ('max_depth', 8), ('min_data_in_leaf', 20), ('n_estimators', 10), ('num_leaves', 127)])",0.2997873577570465,0.75,m5,ID-Based Training
TX_3_FOODS_3_586,7.5,2.5,LGBM,5.595567709771133,"OrderedDict([('learning_rate', 0.05), ('max_depth', 8), ('min_data_in_leaf', 50), ('n_estimators', 20), ('num_leaves', 63)])",0.0504491159176259,0.75,m5,ID-Based Training
TX_3_FOODS_3_668,7.5,2.5,LGBM,0.7014366174339688,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 10), ('num_leaves', 127)])",-0.0616337993595204,0.75,m5,ID-Based Training
TX_3_FOODS_3_694,7.5,2.5,LGBM,3.0685406909574207,"OrderedDict([('learning_rate', 0.01), ('max_depth', 4), ('min_data_in_leaf', 50), ('n_estimators', 500), ('num_leaves', 31)])",0.0883910944635782,0.75,m5,ID-Based Training
TX_3_FOODS_3_714,7.5,2.5,LGBM,3.741534940677397,"OrderedDict([('learning_rate', 0.05), ('max_depth', 4), ('min_data_in_leaf', 100), ('n_estimators', 50), ('num_leaves', 63)])",-0.1837624671069728,0.75,m5,ID-Based Training
WI_1_FOODS_3_080,7.5,2.5,LGBM,2.5354660286581603,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 500), ('num_leaves', 31)])",-0.3587186373670523,0.75,m5,ID-Based Training
WI_1_FOODS_3_226,7.5,2.5,LGBM,3.791163947882191,"OrderedDict([('learning_rate', 0.01), ('max_depth', 4), ('min_data_in_leaf', 50), ('n_estimators', 500), ('num_leaves', 127)])",0.2307783294152077,0.75,m5,ID-Based Training
WI_1_FOODS_3_228,7.5,2.5,LGBM,1.007169250513182,"OrderedDict([('learning_rate', 0.01), ('max_depth', 9), ('min_data_in_leaf', 100), ('n_estimators', 100), ('num_leaves', 127)])",-0.0846438082449652,0.75,m5,ID-Based Training
WI_1_FOODS_3_252,7.5,2.5,LGBM,3.4042575146269654,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 100), ('n_estimators', 100), ('num_leaves', 31)])",0.0834691306773555,0.75,m5,ID-Based Training
WI_1_FOODS_3_377,7.5,2.5,LGBM,0.8814529231303593,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 100), ('num_leaves', 31)])",0.2897645511467609,0.75,m5,ID-Based Training
WI_1_FOODS_3_555,7.5,2.5,LGBM,4.004168677029481,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",-0.1528711872167145,0.75,m5,ID-Based Training
WI_1_FOODS_3_586,7.5,2.5,LGBM,3.6689791283815807,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 500), ('num_leaves', 127)])",-0.0350772352109245,0.75,m5,ID-Based Training
WI_1_FOODS_3_668,7.5,2.5,LGBM,1.524018102129118,"OrderedDict([('learning_rate', 0.05), ('max_depth', 4), ('min_data_in_leaf', 100), ('n_estimators', 100), ('num_leaves', 31)])",0.1379291543512059,0.75,m5,ID-Based Training
WI_1_FOODS_3_694,7.5,2.5,LGBM,2.3456408589628053,"OrderedDict([('learning_rate', 0.1), ('max_depth', 8), ('min_data_in_leaf', 50), ('n_estimators', 10), ('num_leaves', 127)])",-0.3826935589675484,0.75,m5,ID-Based Training
WI_1_FOODS_3_714,7.5,2.5,LGBM,4.361243647127076,"OrderedDict([('learning_rate', 0.1), ('max_depth', 4), ('min_data_in_leaf', 100), ('n_estimators', 250), ('num_leaves', 63)])",0.1966130123713281,0.75,m5,ID-Based Training
WI_2_FOODS_3_080,7.5,2.5,LGBM,1.179113534978024,"OrderedDict([('learning_rate', 0.01), ('max_depth', 4), ('min_data_in_leaf', 100), ('n_estimators', 20), ('num_leaves', 127)])",-0.5006899536083942,0.75,m5,ID-Based Training
WI_2_FOODS_3_226,7.5,2.5,LGBM,8.22018773207447,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",-0.2646442664729953,0.75,m5,ID-Based Training
WI_2_FOODS_3_228,7.5,2.5,LGBM,0.8470028095025295,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 63)])",-0.1858039333035412,0.75,m5,ID-Based Training
WI_2_FOODS_3_252,7.5,2.5,LGBM,3.407639383999677,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 500), ('n_estimators', 50), ('num_leaves', 63)])",-0.0998720778327488,0.75,m5,ID-Based Training
WI_2_FOODS_3_377,7.5,2.5,LGBM,1.420940470814561,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",-0.1286903030583748,0.75,m5,ID-Based Training
WI_2_FOODS_3_555,7.5,2.5,LGBM,3.2144029284309963,"OrderedDict([('learning_rate', 0.1), ('max_depth', 8), ('min_data_in_leaf', 500), ('n_estimators', 50), ('num_leaves', 127)])",0.1548987606003014,0.75,m5,ID-Based Training
WI_2_FOODS_3_586,7.5,2.5,LGBM,1.9484542043767823,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",-0.1669886143860943,0.75,m5,ID-Based Training
WI_2_FOODS_3_668,7.5,2.5,LGBM,1.155534381166001,"OrderedDict([('learning_rate', 0.01), ('max_depth', 8), ('min_data_in_leaf', 50), ('n_estimators', 50), ('num_leaves', 127)])",-0.1659446008161451,0.75,m5,ID-Based Training
WI_2_FOODS_3_694,7.5,2.5,LGBM,4.399689462660748,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 500), ('num_leaves', 127)])",-0.0950338218177861,0.75,m5,ID-Based Training
WI_2_FOODS_3_714,7.5,2.5,LGBM,4.978772261854076,"OrderedDict([('learning_rate', 0.05), ('max_depth', 9), ('min_data_in_leaf', 50), ('n_estimators', 20), ('num_leaves', 127)])",0.0006765352550959,0.75,m5,ID-Based Training
WI_3_FOODS_3_080,7.5,2.5,LGBM,1.1933094441865295,"OrderedDict([('learning_rate', 0.01), ('max_depth', 8), ('min_data_in_leaf', 50), ('n_estimators', 100), ('num_leaves', 31)])",0.4189101837004723,0.75,m5,ID-Based Training
WI_3_FOODS_3_226,7.5,2.5,LGBM,5.4075182762583935,"OrderedDict([('learning_rate', 0.05), ('max_depth', 8), ('min_data_in_leaf', 20), ('n_estimators', 20), ('num_leaves', 63)])",-0.2723572414725632,0.75,m5,ID-Based Training
WI_3_FOODS_3_228,7.5,2.5,LGBM,0.7946667366282316,"OrderedDict([('learning_rate', 0.01), ('max_depth', 8), ('min_data_in_leaf', 20), ('n_estimators', 50), ('num_leaves', 31)])",0.2936295674415718,0.75,m5,ID-Based Training
WI_3_FOODS_3_252,7.5,2.5,LGBM,5.694506132411186,"OrderedDict([('learning_rate', 0.1), ('max_depth', 9), ('min_data_in_leaf', 50), ('n_estimators', 10), ('num_leaves', 31)])",-0.3016014016939852,0.75,m5,ID-Based Training
WI_3_FOODS_3_377,7.5,2.5,LGBM,1.0810557409920811,"OrderedDict([('learning_rate', 0.05), ('max_depth', 8), ('min_data_in_leaf', 20), ('n_estimators', 20), ('num_leaves', 127)])",0.3660824974287272,0.75,m5,ID-Based Training
WI_3_FOODS_3_555,7.5,2.5,LGBM,3.58729790180029,"OrderedDict([('learning_rate', 0.1), ('max_depth', 8), ('min_data_in_leaf', 20), ('n_estimators', 10), ('num_leaves', 31)])",-0.1782327419402707,0.75,m5,ID-Based Training
WI_3_FOODS_3_586,7.5,2.5,LGBM,2.9544478176889597,"OrderedDict([('learning_rate', 0.1), ('max_depth', 8), ('min_data_in_leaf', 20), ('n_estimators', 10), ('num_leaves', 63)])",0.5097805102501283,0.75,m5,ID-Based Training
WI_3_FOODS_3_668,7.5,2.5,LGBM,1.5753118249503135,"OrderedDict([('learning_rate', 0.05), ('max_depth', 9), ('min_data_in_leaf', 50), ('n_estimators', 10), ('num_leaves', 63)])",-0.2002375809145244,0.75,m5,ID-Based Training
WI_3_FOODS_3_694,7.5,2.5,LGBM,4.120496160178218,"OrderedDict([('learning_rate', 0.01), ('max_depth', 9), ('min_data_in_leaf', 100), ('n_estimators', 250), ('num_leaves', 127)])",-0.075747249277297,0.75,m5,ID-Based Training
WI_3_FOODS_3_714,7.5,2.5,LGBM,4.023879465889934,"OrderedDict([('learning_rate', 0.1), ('max_depth', 9), ('min_data_in_leaf', 50), ('n_estimators', 10), ('num_leaves', 63)])",-0.3615543812074697,0.75,m5,ID-Based Training
CA_1_FOODS_3_080,5.0,5.0,LGBM,2.590895381543685,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 250), ('num_leaves', 127)])",0.0817079660351497,0.5,m5,ID-Based Training
CA_1_FOODS_3_226,5.0,5.0,LGBM,1.0078990526771023,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 100), ('num_leaves', 63)])",0.2268171650696202,0.5,m5,ID-Based Training
CA_1_FOODS_3_228,5.0,5.0,LGBM,1.376922877366167,"OrderedDict([('learning_rate', 0.1), ('max_depth', 4), ('min_data_in_leaf', 20), ('n_estimators', 50), ('num_leaves', 31)])",0.1336215603089285,0.5,m5,ID-Based Training
CA_1_FOODS_3_252,5.0,5.0,LGBM,4.120367597682924,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 127)])",0.4608864825461596,0.5,m5,ID-Based Training
CA_1_FOODS_3_377,5.0,5.0,LGBM,0.966718863663032,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 500), ('num_leaves', 63)])",0.339801751644759,0.5,m5,ID-Based Training
CA_1_FOODS_3_555,5.0,5.0,LGBM,2.140289552690832,"OrderedDict([('learning_rate', 0.1), ('max_depth', 4), ('min_data_in_leaf', 50), ('n_estimators', 50), ('num_leaves', 63)])",0.2907916275107304,0.5,m5,ID-Based Training
CA_1_FOODS_3_586,5.0,5.0,LGBM,3.0864572860246704,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 127)])",0.3248374686821033,0.5,m5,ID-Based Training
CA_1_FOODS_3_668,5.0,5.0,LGBM,1.2970390633836553,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 500), ('num_leaves', 127)])",0.1651242810404056,0.5,m5,ID-Based Training
CA_1_FOODS_3_694,5.0,5.0,LGBM,1.5710998747367522,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 250), ('num_leaves', 127)])",0.3232185154980146,0.5,m5,ID-Based Training
CA_1_FOODS_3_714,5.0,5.0,LGBM,3.2673645951347914,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 250), ('num_leaves', 31)])",0.0162773261959768,0.5,m5,ID-Based Training
CA_2_FOODS_3_080,5.0,5.0,LGBM,1.9329300897655373,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 500), ('num_leaves', 63)])",0.0903858401103353,0.5,m5,ID-Based Training
CA_2_FOODS_3_226,5.0,5.0,LGBM,0.7775807997741222,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 50), ('num_leaves', 31)])",0.0103517093783895,0.5,m5,ID-Based Training
CA_2_FOODS_3_228,5.0,5.0,LGBM,1.275473800283948,"OrderedDict([('learning_rate', 0.01), ('max_depth', 4), ('min_data_in_leaf', 50), ('n_estimators', 500), ('num_leaves', 31)])",0.0215543449876562,0.5,m5,ID-Based Training
CA_2_FOODS_3_252,5.0,5.0,LGBM,4.238988169233456,"OrderedDict([('learning_rate', 0.05), ('max_depth', 4), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 127)])",0.4816957697007128,0.5,m5,ID-Based Training
CA_2_FOODS_3_377,5.0,5.0,LGBM,0.7029881020118068,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",0.0398211289594833,0.5,m5,ID-Based Training
CA_2_FOODS_3_555,5.0,5.0,LGBM,2.160869513945018,"OrderedDict([('learning_rate', 0.05), ('max_depth', 4), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",0.4423562544658018,0.5,m5,ID-Based Training
CA_2_FOODS_3_586,5.0,5.0,LGBM,3.1886898761598097,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 100), ('n_estimators', 250), ('num_leaves', 127)])",0.3078812671901192,0.5,m5,ID-Based Training
CA_2_FOODS_3_668,5.0,5.0,LGBM,0.9766599408851232,"OrderedDict([('learning_rate', 0.1), ('max_depth', 4), ('min_data_in_leaf', 100), ('n_estimators', 50), ('num_leaves', 63)])",-0.031942579048432,0.5,m5,ID-Based Training
CA_2_FOODS_3_694,5.0,5.0,LGBM,1.4306597288969023,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 100), ('num_leaves', 63)])",0.1566637387555101,0.5,m5,ID-Based Training
CA_2_FOODS_3_714,5.0,5.0,LGBM,3.009432980224134,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",0.5565046134406538,0.5,m5,ID-Based Training
CA_3_FOODS_3_080,5.0,5.0,LGBM,1.4786333392602986,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",0.37270100758654,0.5,m5,ID-Based Training
CA_3_FOODS_3_226,5.0,5.0,LGBM,1.1719855738612477,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",0.0884556647745851,0.5,m5,ID-Based Training
CA_3_FOODS_3_228,5.0,5.0,LGBM,1.1865017045212338,"OrderedDict([('learning_rate', 0.01), ('max_depth', 4), ('min_data_in_leaf', 50), ('n_estimators', 500), ('num_leaves', 127)])",-0.0716789589224047,0.5,m5,ID-Based Training
CA_3_FOODS_3_252,5.0,5.0,LGBM,6.3362535785824905,"OrderedDict([('learning_rate', 0.05), ('max_depth', 4), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",0.4591003042673484,0.5,m5,ID-Based Training
CA_3_FOODS_3_377,5.0,5.0,LGBM,1.2044948486015927,"OrderedDict([('learning_rate', 0.01), ('max_depth', 8), ('min_data_in_leaf', 100), ('n_estimators', 500), ('num_leaves', 31)])",0.0760039517576822,0.5,m5,ID-Based Training
CA_3_FOODS_3_555,5.0,5.0,LGBM,3.655402438770228,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 100), ('num_leaves', 31)])",0.0820514055106154,0.5,m5,ID-Based Training
CA_3_FOODS_3_586,5.0,5.0,LGBM,4.768859730294246,"OrderedDict([('learning_rate', 0.01), ('max_depth', 4), ('min_data_in_leaf', 50), ('n_estimators', 500), ('num_leaves', 31)])",0.1833145416009856,0.5,m5,ID-Based Training
CA_3_FOODS_3_668,5.0,5.0,LGBM,1.1912314449110375,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 250), ('num_leaves', 63)])",0.073486653958082,0.5,m5,ID-Based Training
CA_3_FOODS_3_694,5.0,5.0,LGBM,2.347221291450769,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 100), ('n_estimators', 250), ('num_leaves', 63)])",0.2656737859148432,0.5,m5,ID-Based Training
CA_3_FOODS_3_714,5.0,5.0,LGBM,3.367026533275606,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 100), ('n_estimators', 100), ('num_leaves', 63)])",0.1147723668383382,0.5,m5,ID-Based Training
CA_4_FOODS_3_080,5.0,5.0,LGBM,1.5976852570503366,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 50), ('num_leaves', 31)])",-0.0052851055597624,0.5,m5,ID-Based Training
CA_4_FOODS_3_226,5.0,5.0,LGBM,0.9035061237394638,"OrderedDict([('learning_rate', 0.1), ('max_depth', 9), ('min_data_in_leaf', 20), ('n_estimators', 10), ('num_leaves', 63)])",-0.0325784271308156,0.5,m5,ID-Based Training
CA_4_FOODS_3_228,5.0,5.0,LGBM,0.8328454654062468,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 100), ('n_estimators', 500), ('num_leaves', 63)])",0.0076734880265995,0.5,m5,ID-Based Training
CA_4_FOODS_3_252,5.0,5.0,LGBM,3.35599165531458,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 50), ('num_leaves', 63)])",0.4356290309380887,0.5,m5,ID-Based Training
CA_4_FOODS_3_377,5.0,5.0,LGBM,1.2341343191990732,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 500), ('n_estimators', 250), ('num_leaves', 31)])",-0.1147019657281951,0.5,m5,ID-Based Training
CA_4_FOODS_3_555,5.0,5.0,LGBM,1.8958477986126892,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 100), ('n_estimators', 500), ('num_leaves', 31)])",0.1506601862215152,0.5,m5,ID-Based Training
CA_4_FOODS_3_586,5.0,5.0,LGBM,2.7745743661955644,"OrderedDict([('learning_rate', 0.1), ('max_depth', 4), ('min_data_in_leaf', 100), ('n_estimators', 50), ('num_leaves', 63)])",0.1509499207270404,0.5,m5,ID-Based Training
CA_4_FOODS_3_668,5.0,5.0,LGBM,1.052303828105314,"OrderedDict([('learning_rate', 0.05), ('max_depth', 4), ('min_data_in_leaf', 500), ('n_estimators', 500), ('num_leaves', 63)])",-0.0160174892051305,0.5,m5,ID-Based Training
CA_4_FOODS_3_694,5.0,5.0,LGBM,1.1352974551151884,"OrderedDict([('learning_rate', 0.1), ('max_depth', 8), ('min_data_in_leaf', 500), ('n_estimators', 20), ('num_leaves', 127)])",-0.0775704658720433,0.5,m5,ID-Based Training
CA_4_FOODS_3_714,5.0,5.0,LGBM,1.9675564310120464,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 500), ('num_leaves', 127)])",-0.02021444570995,0.5,m5,ID-Based Training
TX_1_FOODS_3_080,5.0,5.0,LGBM,1.4365183743564889,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 100), ('n_estimators', 100), ('num_leaves', 127)])",0.0189630614150809,0.5,m5,ID-Based Training
TX_1_FOODS_3_226,5.0,5.0,LGBM,1.6245313219151378,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 250), ('num_leaves', 31)])",0.5261783644414182,0.5,m5,ID-Based Training
TX_1_FOODS_3_228,5.0,5.0,LGBM,1.0173074289567132,"OrderedDict([('learning_rate', 0.01), ('max_depth', 2), ('min_data_in_leaf', 50), ('n_estimators', 500), ('num_leaves', 127)])",-0.035803927665017,0.5,m5,ID-Based Training
TX_1_FOODS_3_252,5.0,5.0,LGBM,5.242975462791898,"OrderedDict([('learning_rate', 0.1), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 127)])",0.4709790524029797,0.5,m5,ID-Based Training
TX_1_FOODS_3_377,5.0,5.0,LGBM,1.6165211785785332,"OrderedDict([('learning_rate', 0.05), ('max_depth', 2), ('min_data_in_leaf', 20), ('n_estimators', 100), ('num_leaves', 31)])",0.2328374067762897,0.5,m5,ID-Based Training
TX_1_FOODS_3_555,5.0,5.0,LGBM,4.87015822806635,"OrderedDict([('learning_rate', 0.1), ('max_depth', 4), ('min_data_in_leaf', 50), ('n_estimators', 50), ('num_leaves', 127)])",-0.073735672329589,0.5,m5,ID-Based Training
