Variable,cu,co,Model,Pinball Loss,Best Params,delta C,sl,dataset,training_description
Location_1_max_CO,9.0,1.0,SAA,0.088848797250859,,,0.9,air,ID-Based Training
Location_1_max_CO,9.0,1.0,MLP,0.1681376604375665,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 13), ('layer2', 13), ('learning_rate_init', 0.001), ('max_iter', 1000), ('solver', 'adam')])",-0.892402211848071,0.9,air,ID-Based Training
Location_1_max_CO,9.0,1.0,RFW,0.1065807560137457,"OrderedDict([('max_depth', 8), ('max_features', None), ('min_samples_split', 8), ('n_estimators', 250)])",-0.1995745503771033,0.9,air,ID-Based Training
Location_1_max_CO,9.0,1.0,KNNW,0.1403350515463917,"OrderedDict([('n_neighbors', 128)])",-0.5794817250048352,0.9,air,ID-Based Training
Location_1_max_CO,9.0,1.0,DTW,0.138487972508591,"OrderedDict([('max_depth', 6), ('min_samples_split', 2)])",-0.5586927093405534,0.9,air,ID-Based Training
Location_1_max_CO,9.0,1.0,GKW,0.1323883161512027,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.4900406111003681,0.9,air,ID-Based Training
Location_1_max_NO2,9.0,1.0,SAA,2.2273539518900347,,,0.9,air,ID-Based Training
Location_1_max_NO2,9.0,1.0,MLP,8.324073090607333,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 6), ('layer2', 13), ('learning_rate_init', 0.001), ('max_iter', 500), ('solver', 'adam')])",-2.737202649603082,0.9,air,ID-Based Training
Location_1_max_NO2,9.0,1.0,RFW,3.0650859106529214,"OrderedDict([('max_depth', 10), ('max_features', None), ('min_samples_split', 32), ('n_estimators', 500)])",-0.3761108368304122,0.9,air,ID-Based Training
Location_1_max_NO2,9.0,1.0,KNNW,3.79262027491409,"OrderedDict([('n_neighbors', 128)])",-0.7027470069118738,0.9,air,ID-Based Training
Location_1_max_NO2,9.0,1.0,DTW,4.551615120274914,"OrderedDict([('max_depth', 4), ('min_samples_split', 64)])",-1.0435077758578126,0.9,air,ID-Based Training
Location_1_max_NO2,9.0,1.0,GKW,3.505038659793814,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.5736334392742528,0.9,air,ID-Based Training
Location_1_max_O3,9.0,1.0,SAA,0.0027195876288659,,,0.9,air,ID-Based Training
Location_1_max_O3,9.0,1.0,MLP,0.00222585577656,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 13), ('layer2', 13), ('learning_rate_init', 0.0005), ('max_iter', 500), ('solver', 'adam')])",0.1815465870874606,0.9,air,ID-Based Training
Location_1_max_O3,9.0,1.0,RFW,0.002308676975945,"OrderedDict([('max_depth', 4), ('max_features', None), ('min_samples_split', 32), ('n_estimators', 10)])",0.1510929997472833,0.9,air,ID-Based Training
Location_1_max_O3,9.0,1.0,KNNW,0.0023734536082474,"OrderedDict([('n_neighbors', 32)])",0.1272744503411675,0.9,air,ID-Based Training
Location_1_max_O3,9.0,1.0,DTW,0.0021446735395188,"OrderedDict([('max_depth', None), ('min_samples_split', 64)])",0.2113975233762953,0.9,air,ID-Based Training
Location_1_max_O3,9.0,1.0,GKW,0.0029323883161512,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.0782474096537779,0.9,air,ID-Based Training
Location_1_max_PM10,9.0,1.0,SAA,3.04823883161512,,,0.9,air,ID-Based Training
Location_1_max_PM10,9.0,1.0,MLP,3.718365968989073,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 39), ('layer2', 26), ('learning_rate_init', 0.0005), ('max_iter', 500), ('solver', 'adam')])",-0.2198407586779818,0.9,air,ID-Based Training
Location_1_max_PM10,9.0,1.0,RFW,2.474871134020618,"OrderedDict([('max_depth', 4), ('max_features', None), ('min_samples_split', 64), ('n_estimators', 100)])",0.1880980229133493,0.9,air,ID-Based Training
Location_1_max_PM10,9.0,1.0,KNNW,2.663573883161512,"OrderedDict([('n_neighbors', 128)])",0.1261925228640277,0.9,air,ID-Based Training
Location_1_max_PM10,9.0,1.0,DTW,2.6295103092783507,"OrderedDict([('max_depth', 4), ('min_samples_split', 32)])",0.1373673604554484,0.9,air,ID-Based Training
Location_1_max_PM10,9.0,1.0,GKW,2.700472508591065,"OrderedDict([('kernel_bandwidth', 1.5)])",0.1140876231275453,0.9,air,ID-Based Training
Location_1_max_PM2.5,9.0,1.0,SAA,1.1716680985108816,,,0.9,air,ID-Based Training
Location_1_max_PM2.5,9.0,1.0,MLP,1.821105181572968,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 39), ('layer2', 6), ('learning_rate_init', 0.0005), ('max_iter', 1000), ('solver', 'adam')])",-0.5542841730413937,0.9,air,ID-Based Training
Location_1_max_PM2.5,9.0,1.0,RFW,1.1723324742268035,"OrderedDict([('max_depth', 2), ('max_features', 'sqrt'), ('min_samples_split', 64), ('n_estimators', 20)])",-0.0005670340574828,0.9,air,ID-Based Training
Location_1_max_PM2.5,9.0,1.0,KNNW,1.3282488545246276,"OrderedDict([('n_neighbors', 128)])",-0.1336391732545681,0.9,air,ID-Based Training
Location_1_max_PM2.5,9.0,1.0,DTW,1.249153780068728,"OrderedDict([('max_depth', 4), ('min_samples_split', 4)])",-0.0661327910662805,0.9,air,ID-Based Training
Location_1_max_PM2.5,9.0,1.0,GKW,1.2118069873997708,"OrderedDict([('kernel_bandwidth', 3.0)])",-0.03425790028755,0.9,air,ID-Based Training
Location_1_max_SO2,9.0,1.0,SAA,0.3659278350515463,,,0.9,air,ID-Based Training
Location_1_max_SO2,9.0,1.0,MLP,0.5598135053664532,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 39), ('layer2', 26), ('learning_rate_init', 0.001), ('max_iter', 1000), ('solver', 'adam')])",-0.5298467395561619,0.9,air,ID-Based Training
Location_1_max_SO2,9.0,1.0,RFW,0.3787027491408934,"OrderedDict([('max_depth', 4), ('max_features', 'sqrt'), ('min_samples_split', 64), ('n_estimators', 10)])",-0.0349110203315019,0.9,air,ID-Based Training
Location_1_max_SO2,9.0,1.0,KNNW,0.3765120274914089,"OrderedDict([('n_neighbors', 32)])",-0.028924261633094,0.9,air,ID-Based Training
Location_1_max_SO2,9.0,1.0,DTW,0.5163573883161512,"OrderedDict([('max_depth', 10), ('min_samples_split', 64)])",-0.4110907639573649,0.9,air,ID-Based Training
Location_1_max_SO2,9.0,1.0,GKW,0.3840549828178694,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.0495374935436916,0.9,air,ID-Based Training
Location_2_max_CO,9.0,1.0,SAA,0.0613441330998248,,,0.9,air,ID-Based Training
Location_2_max_CO,9.0,1.0,MLP,0.0939812410998282,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 26), ('layer2', 26), ('learning_rate_init', 0.001), ('max_iter', 500), ('solver', 'adam')])",-0.5320330788095609,0.9,air,ID-Based Training
Location_2_max_CO,9.0,1.0,RFW,0.064978108581436,"OrderedDict([('max_depth', 10), ('max_features', None), ('min_samples_split', 2), ('n_estimators', 20)])",-0.0592391692241811,0.9,air,ID-Based Training
Location_2_max_CO,9.0,1.0,KNNW,0.0670709281961471,"OrderedDict([('n_neighbors', 128)])",-0.0933552208978658,0.9,air,ID-Based Training
Location_2_max_CO,9.0,1.0,DTW,0.0651926444833625,"OrderedDict([('max_depth', 10), ('min_samples_split', 32)])",-0.0627364213831986,0.9,air,ID-Based Training
Location_2_max_CO,9.0,1.0,GKW,0.0720490367775831,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.1745057454856897,0.9,air,ID-Based Training
Location_2_max_NO2,9.0,1.0,SAA,1.9885989492119085,,,0.9,air,ID-Based Training
Location_2_max_NO2,9.0,1.0,MLP,5.4804792804709646,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 26), ('layer2', 26), ('learning_rate_init', 0.0005), ('max_iter', 1000), ('solver', 'adam')])",-1.7559500032135211,0.9,air,ID-Based Training
Location_2_max_NO2,9.0,1.0,RFW,2.1674124343257444,"OrderedDict([('max_depth', 10), ('max_features', None), ('min_samples_split', 64), ('n_estimators', 250)])",-0.0899193299808895,0.9,air,ID-Based Training
Location_2_max_NO2,9.0,1.0,KNNW,2.7865477232924696,"OrderedDict([('n_neighbors', 32)])",-0.4012617900642017,0.9,air,ID-Based Training
Location_2_max_NO2,9.0,1.0,DTW,2.770748686514886,"OrderedDict([('max_depth', 6), ('min_samples_split', 32)])",-0.3933169820958355,0.9,air,ID-Based Training
Location_2_max_NO2,9.0,1.0,GKW,2.034330122591944,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.022996679847467,0.9,air,ID-Based Training
Location_2_max_O3,9.0,1.0,SAA,0.0029487302977232,,,0.9,air,ID-Based Training
Location_2_max_O3,9.0,1.0,MLP,0.0018521719393208,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 13), ('layer2', 6), ('learning_rate_init', 0.001), ('max_iter', 1000), ('solver', 'adam')])",0.3718747554664822,0.9,air,ID-Based Training
Location_2_max_O3,9.0,1.0,RFW,0.0021454028021015,"OrderedDict([('max_depth', 10), ('max_features', 'sqrt'), ('min_samples_split', 32), ('n_estimators', 500)])",0.2724316619400435,0.9,air,ID-Based Training
Location_2_max_O3,9.0,1.0,KNNW,0.0030374343257443,"OrderedDict([('n_neighbors', 128)])",-0.0300821096081602,0.9,air,ID-Based Training
Location_2_max_O3,9.0,1.0,DTW,0.0018943520140105,"OrderedDict([('max_depth', 6), ('min_samples_split', 64)])",0.3575702683039096,0.9,air,ID-Based Training
Location_2_max_O3,9.0,1.0,GKW,0.003231873905429,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.0960222126534913,0.9,air,ID-Based Training
Location_2_max_PM10,9.0,1.0,SAA,1.7785135726795094,,,0.9,air,ID-Based Training
Location_2_max_PM10,9.0,1.0,MLP,2.2026694200192294,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 13), ('layer2', 6), ('learning_rate_init', 0.001), ('max_iter', 500), ('solver', 'adam')])",-0.2384889572142463,0.9,air,ID-Based Training
Location_2_max_PM10,9.0,1.0,RFW,1.563247956800934,"OrderedDict([('max_depth', 8), ('max_features', 'sqrt'), ('min_samples_split', 8), ('n_estimators', 50)])",0.1210368136545937,0.9,air,ID-Based Training
Location_2_max_PM10,9.0,1.0,KNNW,1.5511201109165205,"OrderedDict([('n_neighbors', 32)])",0.1278559046476085,0.9,air,ID-Based Training
Location_2_max_PM10,9.0,1.0,DTW,1.5089937244600111,"OrderedDict([('max_depth', 4), ('min_samples_split', 64)])",0.1515421936383871,0.9,air,ID-Based Training
Location_2_max_PM10,9.0,1.0,GKW,1.6985880035026264,"OrderedDict([('kernel_bandwidth', 1.5)])",0.0449395328799583,0.9,air,ID-Based Training
Location_2_max_PM2.5,9.0,1.0,SAA,1.0752765615878574,,,0.9,air,ID-Based Training
Location_2_max_PM2.5,9.0,1.0,MLP,1.7290484573187377,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 39), ('layer2', 6), ('learning_rate_init', 0.0005), ('max_iter', 1000), ('solver', 'adam')])",-0.6080034840203876,0.9,air,ID-Based Training
Location_2_max_PM2.5,9.0,1.0,RFW,1.1589725627554,"OrderedDict([('max_depth', 8), ('max_features', None), ('min_samples_split', 4), ('n_estimators', 250)])",-0.0778367204842156,0.9,air,ID-Based Training
Location_2_max_PM2.5,9.0,1.0,KNNW,1.0955177320490366,"OrderedDict([('n_neighbors', 128)])",-0.0188241529521382,0.9,air,ID-Based Training
Location_2_max_PM2.5,9.0,1.0,DTW,1.260814360770578,"OrderedDict([('max_depth', 6), ('min_samples_split', 32)])",-0.1725489104949311,0.9,air,ID-Based Training
Location_2_max_PM2.5,9.0,1.0,GKW,1.0515769118505545,"OrderedDict([('kernel_bandwidth', 1.5)])",0.0220405155138002,0.9,air,ID-Based Training
Location_2_max_SO2,9.0,1.0,SAA,0.7147351138353765,,,0.9,air,ID-Based Training
Location_2_max_SO2,9.0,1.0,MLP,0.7306582342833953,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 26), ('layer2', 13), ('learning_rate_init', 0.0005), ('max_iter', 500), ('solver', 'adam')])",-0.022278351993332,0.9,air,ID-Based Training
Location_2_max_SO2,9.0,1.0,RFW,0.5419833625218914,"OrderedDict([('max_depth', 10), ('max_features', 'sqrt'), ('min_samples_split', 64), ('n_estimators', 20)])",0.241700383777807,0.9,air,ID-Based Training
Location_2_max_SO2,9.0,1.0,KNNW,0.5754115586690016,"OrderedDict([('n_neighbors', 128)])",0.1949303349862631,0.9,air,ID-Based Training
Location_2_max_SO2,9.0,1.0,DTW,0.6728393169877408,"OrderedDict([('max_depth', 6), ('min_samples_split', 64)])",0.0586172360034426,0.9,air,ID-Based Training
Location_2_max_SO2,9.0,1.0,GKW,0.6060901926444834,"OrderedDict([('kernel_bandwidth', 1.5)])",0.1520072528798648,0.9,air,ID-Based Training
Location_3_max_CO,9.0,1.0,SAA,0.0510186335403726,,,0.9,air,ID-Based Training
Location_3_max_CO,9.0,1.0,MLP,0.0651908091064552,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 39), ('layer2', 6), ('learning_rate_init', 0.0005), ('max_iter', 500), ('solver', 'adam')])",-0.2777843031579365,0.9,air,ID-Based Training
Location_3_max_CO,9.0,1.0,RFW,0.0533043478260869,"OrderedDict([('max_depth', 10), ('max_features', 'sqrt'), ('min_samples_split', 32), ('n_estimators', 500)])",-0.0448015583150716,0.9,air,ID-Based Training
Location_3_max_CO,9.0,1.0,KNNW,0.0612422360248447,"OrderedDict([('n_neighbors', 128)])",-0.2003895787679568,0.9,air,ID-Based Training
Location_3_max_CO,9.0,1.0,DTW,0.0591180124223602,"OrderedDict([('max_depth', 8), ('min_samples_split', 16)])",-0.1587533479425369,0.9,air,ID-Based Training
Location_3_max_CO,9.0,1.0,GKW,0.0637639751552795,"OrderedDict([('kernel_bandwidth', 2.0)])",-0.2498173849525198,0.9,air,ID-Based Training
Location_3_max_NO2,9.0,1.0,SAA,2.0906832298136644,,,0.9,air,ID-Based Training
Location_3_max_NO2,9.0,1.0,MLP,4.975755521694433,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 39), ('layer2', 26), ('learning_rate_init', 0.0005), ('max_iter', 500), ('solver', 'adam')])",-1.379966247750457,0.9,air,ID-Based Training
Location_3_max_NO2,9.0,1.0,RFW,2.506385093167702,"OrderedDict([('max_depth', 8), ('max_features', 'sqrt'), ('min_samples_split', 16), ('n_estimators', 100)])",-0.19883541295306,0.9,air,ID-Based Training
Location_3_max_NO2,9.0,1.0,KNNW,2.7253416149068324,"OrderedDict([('n_neighbors', 32)])",-0.3035650623885919,0.9,air,ID-Based Training
Location_3_max_NO2,9.0,1.0,DTW,2.8222360248447207,"OrderedDict([('max_depth', 2), ('min_samples_split', 16)])",-0.3499108734402854,0.9,air,ID-Based Training
Location_3_max_NO2,9.0,1.0,GKW,2.649875776397516,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.2674688057041001,0.9,air,ID-Based Training
Location_3_max_O3,9.0,1.0,SAA,0.0023793788819875,,,0.9,air,ID-Based Training
Location_3_max_O3,9.0,1.0,MLP,0.0039617511273909,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 6), ('layer2', 6), ('learning_rate_init', 0.001), ('max_iter', 500), ('solver', 'adam')])",-0.6650358450191505,0.9,air,ID-Based Training
Location_3_max_O3,9.0,1.0,RFW,0.0022371428571428,"OrderedDict([('max_depth', 8), ('max_features', None), ('min_samples_split', 2), ('n_estimators', 50)])",0.0597786363161743,0.9,air,ID-Based Training
Location_3_max_O3,9.0,1.0,KNNW,0.0024126708074534,"OrderedDict([('n_neighbors', 128)])",-0.0139918554871045,0.9,air,ID-Based Training
Location_3_max_O3,9.0,1.0,DTW,0.0024149068322981,"OrderedDict([('max_depth', 4), ('min_samples_split', 32)])",-0.0149316069750442,0.9,air,ID-Based Training
Location_3_max_O3,9.0,1.0,GKW,0.0023936645962732,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.0060039678396157,0.9,air,ID-Based Training
Location_3_max_PM10,9.0,1.0,SAA,2.226583850931677,,,0.9,air,ID-Based Training
Location_3_max_PM10,9.0,1.0,MLP,4.186393395943509,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 26), ('layer2', 3), ('learning_rate_init', 0.001), ('max_iter', 500), ('solver', 'adam')])",-0.8801867237974363,0.9,air,ID-Based Training
Location_3_max_PM10,9.0,1.0,RFW,2.1333540372670807,"OrderedDict([('max_depth', 10), ('max_features', None), ('min_samples_split', 2), ('n_estimators', 500)])",0.0418712340995313,0.9,air,ID-Based Training
Location_3_max_PM10,9.0,1.0,KNNW,2.1112422360248444,"OrderedDict([('n_neighbors', 32)])",0.0518020531131444,0.9,air,ID-Based Training
Location_3_max_PM10,9.0,1.0,DTW,2.5065838509316767,"OrderedDict([('max_depth', 6), ('min_samples_split', 16)])",-0.125753180093729,0.9,air,ID-Based Training
Location_3_max_PM10,9.0,1.0,GKW,2.247267080745341,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.0092892211559918,0.9,air,ID-Based Training
Location_3_max_PM2.5,9.0,1.0,SAA,0.9476853002070392,,,0.9,air,ID-Based Training
Location_3_max_PM2.5,9.0,1.0,MLP,1.1247880716127716,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 39), ('layer2', 26), ('learning_rate_init', 0.001), ('max_iter', 1000), ('solver', 'adam')])",-0.1868793062074942,0.9,air,ID-Based Training
Location_3_max_PM2.5,9.0,1.0,RFW,0.9450910973084884,"OrderedDict([('max_depth', 8), ('max_features', 'sqrt'), ('min_samples_split', 2), ('n_estimators', 250)])",0.0027374096632964,0.9,air,ID-Based Training
Location_3_max_PM2.5,9.0,1.0,KNNW,0.957776397515528,"OrderedDict([('n_neighbors', 128)])",-0.0106481521938601,0.9,air,ID-Based Training
Location_3_max_PM2.5,9.0,1.0,DTW,0.9447039337474118,"OrderedDict([('max_depth', 6), ('min_samples_split', 64)])",0.0031459456625275,0.9,air,ID-Based Training
Location_3_max_PM2.5,9.0,1.0,GKW,0.9481863354037264,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.0005286936460635,0.9,air,ID-Based Training
Location_3_max_SO2,9.0,1.0,SAA,0.5900993788819876,,,0.9,air,ID-Based Training
Location_3_max_SO2,9.0,1.0,MLP,0.6966292471640096,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 13), ('layer2', 13), ('learning_rate_init', 0.0005), ('max_iter', 1000), ('solver', 'adam')])",-0.1805286907501162,0.9,air,ID-Based Training
Location_3_max_SO2,9.0,1.0,RFW,0.6089068322981366,"OrderedDict([('max_depth', 4), ('max_features', None), ('min_samples_split', 64), ('n_estimators', 100)])",-0.0318716712628674,0.9,air,ID-Based Training
Location_3_max_SO2,9.0,1.0,KNNW,0.6404223602484471,"OrderedDict([('n_neighbors', 32)])",-0.0852788244952948,0.9,air,ID-Based Training
Location_3_max_SO2,9.0,1.0,DTW,0.846,"OrderedDict([('max_depth', 6), ('min_samples_split', 16)])",-0.4336568216744205,0.9,air,ID-Based Training
Location_3_max_SO2,9.0,1.0,GKW,0.6110434782608696,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.0354924952108288,0.9,air,ID-Based Training
Location_4_max_CO,9.0,1.0,SAA,0.1619691470054446,,,0.9,air,ID-Based Training
Location_4_max_CO,9.0,1.0,MLP,0.2374092438405428,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 26), ('layer2', 3), ('learning_rate_init', 0.0005), ('max_iter', 1000), ('solver', 'adam')])",-0.4657683159408265,0.9,air,ID-Based Training
Location_4_max_CO,9.0,1.0,RFW,0.0957191470054446,"OrderedDict([('max_depth', None), ('max_features', 'sqrt'), ('min_samples_split', 16), ('n_estimators', 500)])",0.4090285170037538,0.9,air,ID-Based Training
Location_4_max_CO,9.0,1.0,KNNW,0.1731306715063521,"OrderedDict([('n_neighbors', 32)])",-0.0689114236091656,0.9,air,ID-Based Training
Location_4_max_CO,9.0,1.0,DTW,0.1000862068965517,"OrderedDict([('max_depth', 8), ('min_samples_split', 32)])",0.3820662221973221,0.9,air,ID-Based Training
Location_4_max_CO,9.0,1.0,GKW,0.2071778584392014,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.2791192783909459,0.9,air,ID-Based Training
Location_4_max_NO2,9.0,1.0,SAA,2.6262840290381115,,,0.9,air,ID-Based Training
Location_4_max_NO2,9.0,1.0,MLP,3.793178501888205,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 26), ('layer2', 26), ('learning_rate_init', 0.001), ('max_iter', 500), ('solver', 'adam')])",-0.4443138898717951,0.9,air,ID-Based Training
Location_4_max_NO2,9.0,1.0,RFW,1.8155127041742285,"OrderedDict([('max_depth', 8), ('max_features', 'sqrt'), ('min_samples_split', 4), ('n_estimators', 250)])",0.3087142578256594,0.9,air,ID-Based Training
Location_4_max_NO2,9.0,1.0,KNNW,2.56440108892922,"OrderedDict([('n_neighbors', 32)])",0.0235629274764912,0.9,air,ID-Based Training
Location_4_max_NO2,9.0,1.0,DTW,2.050916515426497,"OrderedDict([('max_depth', 6), ('min_samples_split', 2)])",0.2190804601672674,0.9,air,ID-Based Training
Location_4_max_NO2,9.0,1.0,GKW,2.665208711433756,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.0148212005880798,0.9,air,ID-Based Training
Location_4_max_O3,9.0,1.0,SAA,0.0032378856624319,,,0.9,air,ID-Based Training
Location_4_max_O3,9.0,1.0,MLP,0.00285279091585,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 26), ('layer2', 3), ('learning_rate_init', 0.001), ('max_iter', 1000), ('solver', 'adam')])",0.1189340164323888,0.9,air,ID-Based Training
Location_4_max_O3,9.0,1.0,RFW,0.0023492740471869,"OrderedDict([('max_depth', None), ('max_features', 'sqrt'), ('min_samples_split', 16), ('n_estimators', 500)])",0.2744419376988074,0.9,air,ID-Based Training
Location_4_max_O3,9.0,1.0,KNNW,0.002657667876588,"OrderedDict([('n_neighbors', 8)])",0.1791965023891933,0.9,air,ID-Based Training
Location_4_max_O3,9.0,1.0,DTW,0.0021465517241379,"OrderedDict([('max_depth', 8), ('min_samples_split', 64)])",0.337051413197315,0.9,air,ID-Based Training
Location_4_max_O3,9.0,1.0,GKW,0.0037106624319419,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.1460140408895367,0.9,air,ID-Based Training
Location_4_max_PM10,9.0,1.0,SAA,5.573570780399274,,,0.9,air,ID-Based Training
Location_4_max_PM10,9.0,1.0,MLP,4.617683367530935,"OrderedDict([('alpha', 0.0001), ('early_stopping', True), ('layer1', 26), ('layer2', 13), ('learning_rate_init', 0.001), ('max_iter', 500), ('solver', 'adam')])",0.1715035926752619,0.9,air,ID-Based Training
Location_4_max_PM10,9.0,1.0,RFW,3.8290381125226847,"OrderedDict([('max_depth', 10), ('max_features', 'sqrt'), ('min_samples_split', 32), ('n_estimators', 500)])",0.3130008995331385,0.9,air,ID-Based Training
Location_4_max_PM10,9.0,1.0,KNNW,3.89353448275862,"OrderedDict([('n_neighbors', 32)])",0.3014290773069363,0.9,air,ID-Based Training
Location_4_max_PM10,9.0,1.0,DTW,5.6558756805807615,"OrderedDict([('max_depth', 8), ('min_samples_split', 16)])",-0.0147669964954837,0.9,air,ID-Based Training
Location_4_max_PM10,9.0,1.0,GKW,4.339904718693285,"OrderedDict([('kernel_bandwidth', 1.5)])",0.2213421360045261,0.9,air,ID-Based Training
Location_4_max_PM2.5,9.0,1.0,SAA,2.675910465819721,,,0.9,air,ID-Based Training
Location_4_max_PM2.5,9.0,1.0,MLP,3.631603244886384,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 26), ('layer2', 6), ('learning_rate_init', 0.0005), ('max_iter', 500), ('solver', 'adam')])",-0.3571467697720227,0.9,air,ID-Based Training
Location_4_max_PM2.5,9.0,1.0,RFW,2.363504990925589,"OrderedDict([('max_depth', 8), ('max_features', None), ('min_samples_split', 2), ('n_estimators', 500)])",0.1167473571648191,0.9,air,ID-Based Training
Location_4_max_PM2.5,9.0,1.0,KNNW,2.473411222020568,"OrderedDict([('n_neighbors', 8)])",0.0756748951004685,0.9,air,ID-Based Training
Location_4_max_PM2.5,9.0,1.0,DTW,2.549693738656987,"OrderedDict([('max_depth', 8), ('min_samples_split', 64)])",0.0471677691667721,0.9,air,ID-Based Training
Location_4_max_PM2.5,9.0,1.0,GKW,2.661121445856019,"OrderedDict([('kernel_bandwidth', 3.0)])",0.0055267245121268,0.9,air,ID-Based Training
Location_4_max_SO2,9.0,1.0,SAA,0.2829310344827586,,,0.9,air,ID-Based Training
Location_4_max_SO2,9.0,1.0,MLP,0.4391656198756333,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 13), ('layer2', 26), ('learning_rate_init', 0.001), ('max_iter', 500), ('solver', 'adam')])",-0.5522002408767055,0.9,air,ID-Based Training
Location_4_max_SO2,9.0,1.0,RFW,0.2614519056261343,"OrderedDict([('max_depth', 10), ('max_features', None), ('min_samples_split', 2), ('n_estimators', 500)])",0.0759164822476665,0.9,air,ID-Based Training
Location_4_max_SO2,9.0,1.0,KNNW,0.3003720508166969,"OrderedDict([('n_neighbors', 32)])",-0.0616440552936272,0.9,air,ID-Based Training
Location_4_max_SO2,9.0,1.0,DTW,0.2938747731397458,"OrderedDict([('max_depth', 6), ('min_samples_split', 4)])",-0.0386798806889252,0.9,air,ID-Based Training
Location_4_max_SO2,9.0,1.0,GKW,0.302595281306715,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.0695019083357388,0.9,air,ID-Based Training
Location_5_max_CO,9.0,1.0,SAA,0.05498224852071,,,0.9,air,ID-Based Training
Location_5_max_CO,9.0,1.0,MLP,0.0858680295086152,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 26), ('layer2', 13), ('learning_rate_init', 0.001), ('max_iter', 1000), ('solver', 'adam')])",-0.561740958561771,0.9,air,ID-Based Training
Location_5_max_CO,9.0,1.0,RFW,0.0554319526627219,"OrderedDict([('max_depth', 8), ('max_features', None), ('min_samples_split', 64), ('n_estimators', 20)])",-0.0081790787774429,0.9,air,ID-Based Training
Location_5_max_CO,9.0,1.0,KNNW,0.0576923076923076,"OrderedDict([('n_neighbors', 128)])",-0.0492897115798534,0.9,air,ID-Based Training
Location_5_max_CO,9.0,1.0,DTW,0.0607337278106508,"OrderedDict([('max_depth', 2), ('min_samples_split', 16)])",-0.1046061127851913,0.9,air,ID-Based Training
Location_5_max_CO,9.0,1.0,GKW,0.0613727810650887,"OrderedDict([('kernel_bandwidth', 1.5)])",-0.1162290142057682,0.9,air,ID-Based Training
Location_5_max_NO2,9.0,1.0,SAA,1.9373964497041416,,,0.9,air,ID-Based Training
Location_5_max_NO2,9.0,1.0,MLP,3.959208894567915,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 13), ('layer2', 6), ('learning_rate_init', 0.001), ('max_iter', 1000), ('solver', 'adam')])",-1.0435718746013616,0.9,air,ID-Based Training
Location_5_max_NO2,9.0,1.0,RFW,2.0649585798816568,"OrderedDict([('max_depth', 8), ('max_features', None), ('min_samples_split', 2), ('n_estimators', 50)])",-0.0658420377496795,0.9,air,ID-Based Training
Location_5_max_NO2,9.0,1.0,KNNW,1.969136094674556,"OrderedDict([('n_neighbors', 128)])",-0.0163826278174821,0.9,air,ID-Based Training
Location_5_max_NO2,9.0,1.0,DTW,2.0377988165680474,"OrderedDict([('max_depth', 8), ('min_samples_split', 64)])",-0.0518233461608945,0.9,air,ID-Based Training
