Variable,cu,co,Model,Pinball Loss,Best Params,delta C,sl
17.0_101.0,9.0,1.0,SAA,0.032618933089033325,N/A,,0.9
19.0_109.0,9.0,1.0,SAA,0.03524892720915447,N/A,,0.9
2.0_109.0,9.0,1.0,SAA,0.041704872667439497,N/A,,0.9
20.0_101.0,9.0,1.0,SAA,0.04118556557631259,N/A,,0.9
20.0_109.0,9.0,1.0,SAA,0.04178376261020887,N/A,,0.9
20.0_110.0,9.0,1.0,SAA,0.036645833505337636,N/A,,0.9
21.0_101.0,9.0,1.0,SAA,0.029768425983485156,N/A,,0.9
21.0_110.0,9.0,1.0,SAA,0.03352312661957333,N/A,,0.9
24.0_101.0,9.0,1.0,SAA,0.03171702816044617,N/A,,0.9
24.0_110.0,9.0,1.0,SAA,0.022484075639155846,N/A,,0.9
25.0_110.0,9.0,1.0,SAA,0.030336935791481237,N/A,,0.9
26.0_101.0,9.0,1.0,SAA,0.04035206173137207,N/A,,0.9
26.0_109.0,9.0,1.0,SAA,0.0413141908596454,N/A,,0.9
26.0_110.0,9.0,1.0,SAA,0.031900826446280985,N/A,,0.9
27.0_109.0,9.0,1.0,SAA,0.0360531550560876,N/A,,0.9
28.0_101.0,9.0,1.0,SAA,0.038490493721420334,N/A,,0.9
28.0_110.0,9.0,1.0,SAA,0.03349496046759947,N/A,,0.9
29.0_101.0,9.0,1.0,SAA,0.03626831654132526,N/A,,0.9
29.0_109.0,9.0,1.0,SAA,0.03733270681887281,N/A,,0.9
29.0_110.0,9.0,1.0,SAA,0.027959313413858863,N/A,,0.9
3.0_101.0,9.0,1.0,SAA,0.029567109027336294,N/A,,0.9
30.0_101.0,9.0,1.0,SAA,0.03605809695045612,N/A,,0.9
30.0_109.0,9.0,1.0,SAA,0.029258397105287052,N/A,,0.9
31.0_101.0,9.0,1.0,SAA,0.042370486748020034,N/A,,0.9
31.0_109.0,9.0,1.0,SAA,0.04088375218060697,N/A,,0.9
31.0_110.0,9.0,1.0,SAA,0.036142392543594644,N/A,,0.9
33.0_110.0,9.0,1.0,SAA,0.028978400035482486,N/A,,0.9
34.0_101.0,9.0,1.0,SAA,0.03338221152731935,N/A,,0.9
34.0_109.0,9.0,1.0,SAA,0.02844638343130372,N/A,,0.9
34.0_110.0,9.0,1.0,SAA,0.023179967166823683,N/A,,0.9
35.0_101.0,9.0,1.0,SAA,0.03558503080497214,N/A,,0.9
35.0_110.0,9.0,1.0,SAA,0.029767505222050673,N/A,,0.9
36.0_101.0,9.0,1.0,SAA,0.031948962199531666,N/A,,0.9
36.0_109.0,9.0,1.0,SAA,0.03355234446143537,N/A,,0.9
37.0_101.0,9.0,1.0,SAA,0.030731087094723452,N/A,,0.9
37.0_110.0,9.0,1.0,SAA,0.026247312106531254,N/A,,0.9
38.0_101.0,9.0,1.0,SAA,0.031993934096206815,N/A,,0.9
40.0_110.0,9.0,1.0,SAA,0.030837041746132648,N/A,,0.9
41.0_101.0,9.0,1.0,SAA,0.03852835804988914,N/A,,0.9
41.0_109.0,9.0,1.0,SAA,0.031801229073956334,N/A,,0.9
44.0_101.0,9.0,1.0,SAA,0.02369046382809512,N/A,,0.9
44.0_109.0,9.0,1.0,SAA,0.03664217936945209,N/A,,0.9
45.0_101.0,9.0,1.0,SAA,0.0389859877162657,N/A,,0.9
46.0_101.0,9.0,1.0,SAA,0.03692148760330577,N/A,,0.9
48.0_101.0,9.0,1.0,SAA,0.025921835174171615,N/A,,0.9
48.0_110.0,9.0,1.0,SAA,0.03180026584985263,N/A,,0.9
49.0_101.0,9.0,1.0,SAA,0.03864189129984917,N/A,,0.9
49.0_110.0,9.0,1.0,SAA,0.03953350724510599,N/A,,0.9
70.0_101.0,9.0,1.0,SAA,0.0403158827473896,N/A,,0.9
71.0_101.0,9.0,1.0,SAA,0.03617120074518065,N/A,,0.9
17.0_101.0,9.0,1.0,MLP,0.029343078672729755,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 219), ('layer2', 73), ('learning_rate_init', 0.001), ('max_iter', 1000), ('solver', 'adam')])",0.10042800625520554,0.9
19.0_109.0,9.0,1.0,MLP,0.043052411428180795,"OrderedDict([('alpha', 0.001), ('early_stopping', True), ('layer1', 219), ('layer2', 73), ('learning_rate_init', 0.001), ('max_iter', 1000), ('solver', 'adam')])",-0.22138217633470814,0.9
