mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_node_size,param_num_features,param_num_trees,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,model_name,cu,co,tau,variable
92.7798593044281,18.461549222211698,12.318288803100586,1.092942775464464,8,5,500,"OrderedDict([('min_node_size', 8), ('num_features', 5), ('num_trees', 500)])",-0.014456459203167312,-0.015088723038172767,-0.014979826938980544,-0.015211894617158515,-0.014888366520902807,-0.01492505406367639,0.0002580667445813185,18,DRF,9.0,1.0,0.9,dummyID
89.00808000564575,17.16086586621492,11.435131597518922,1.3259299821131185,4,5,100,"OrderedDict([('min_node_size', 4), ('num_features', 5), ('num_trees', 100)])",-0.014194018212878511,-0.015100576413139779,-0.014902026168871435,-0.015078348195904052,-0.014974130464359664,-0.014849819891030689,0.0003356660467378598,14,DRF,9.0,1.0,0.9,dummyID
88.99508543014527,18.184420401211742,11.571559143066406,1.0498762016989567,4,5,100,"OrderedDict([('min_node_size', 4), ('num_features', 5), ('num_trees', 100)])",-0.014194018212878511,-0.015100576413139779,-0.014902026168871435,-0.015078348195904052,-0.014974130464359664,-0.014849819891030689,0.0003356660467378598,14,DRF,9.0,1.0,0.9,dummyID
87.85772809982299,17.49457088032659,11.205754518508911,0.921161811781818,32,5,50,"OrderedDict([('min_node_size', 32), ('num_features', 5), ('num_trees', 50)])",-0.014851792986958882,-0.015352830039678654,-0.015339799576763272,-0.015603564558984418,-0.015232333512715647,-0.015276064135020176,0.00024459358648720557,36,DRF,9.0,1.0,0.9,dummyID
87.58026876449586,17.2740284575336,10.845011663436889,1.0895256171858474,2,5,50,"OrderedDict([('min_node_size', 2), ('num_features', 5), ('num_trees', 50)])",-0.014391658694493915,-0.015010291491619018,-0.015050788105067495,-0.015383481233366032,-0.015085103869052508,-0.014984264678719795,0.00032429215642491935,20,DRF,9.0,1.0,0.9,dummyID
87.80658593177796,16.940423211313934,10.938678455352782,1.1386362193225077,8,5,50,"OrderedDict([('min_node_size', 8), ('num_features', 5), ('num_trees', 50)])",-0.01448761480832645,-0.01517415538529813,-0.015003645028264616,-0.015389544286657782,-0.015137137552319494,-0.015038419412173293,0.0003020109840621448,24,DRF,9.0,1.0,0.9,dummyID
101.77637567520142,20.885101318546187,11.464344835281372,1.2831452559597147,1,27,250,"OrderedDict([('min_node_size', 1), ('num_features', 27), ('num_trees', 250)])",-0.014332138973814069,-0.01486930174227002,-0.01477049329793721,-0.015013667385474177,-0.014857604779403934,-0.014768641235779884,0.00023178546914356664,1,DRF,9.0,1.0,0.9,dummyID
92.81016497611999,18.119691458917785,11.570345211029053,0.9013413160554379,16,27,50,"OrderedDict([('min_node_size', 16), ('num_features', 27), ('num_trees', 50)])",-0.01456974736583981,-0.015244399287659924,-0.01521037184593222,-0.015544962056267458,-0.015083187605732299,-0.015130533632286341,0.0003186889798222676,31,DRF,9.0,1.0,0.9,dummyID
91.48509240150452,19.48277111577741,11.641700601577758,1.0637844329609274,16,27,100,"OrderedDict([('min_node_size', 16), ('num_features', 27), ('num_trees', 100)])",-0.01461083051886397,-0.015305239522887194,-0.015177140235262206,-0.0154673927433392,-0.01497516150650825,-0.015107152905372161,0.00029586041166923364,29,DRF,9.0,1.0,0.9,dummyID
92.16153073310852,18.1288379047251,12.17861032485962,1.0908443502477472,32,5,500,"OrderedDict([('min_node_size', 32), ('num_features', 5), ('num_trees', 500)])",-0.014850401839600288,-0.015430679994404265,-0.015391831373814524,-0.015603782380281634,-0.01521514626061617,-0.015298368369743376,0.00025578090177317376,37,DRF,9.0,1.0,0.9,dummyID
93.86136465072632,18.15285243419893,14.061219882965087,1.0628185826468792,128,27,250,"OrderedDict([('min_node_size', 128), ('num_features', 27), ('num_trees', 250)])",-0.01550289286805776,-0.016758683632859706,-0.016332062107019096,-0.016262678408125827,-0.01569695114979217,-0.016110653633170914,0.00045444449987940125,48,DRF,9.0,1.0,0.9,dummyID
101.59587459564209,19.31272398723853,11.808165216445923,1.6689865028723208,4,27,250,"OrderedDict([('min_node_size', 4), ('num_features', 27), ('num_trees', 250)])",-0.014429446929455594,-0.01500059224120797,-0.014846734497005128,-0.015085601360428084,-0.014831991895127156,-0.014838873384644785,0.0002257285346590181,13,DRF,9.0,1.0,0.9,dummyID
94.48637499809266,18.455302717774025,11.65171046257019,0.951213154050843,4,5,250,"OrderedDict([('min_node_size', 4), ('num_features', 5), ('num_trees', 250)])",-0.014283470400557934,-0.014910866098486634,-0.014853528874355667,-0.0150929464696719,-0.014754722078680494,-0.014779106784350526,0.0002711621475186321,3,DRF,9.0,1.0,0.9,dummyID
92.96207122802734,19.18031651325157,11.587506103515626,1.1737029248588153,8,27,100,"OrderedDict([('min_node_size', 8), ('num_features', 27), ('num_trees', 100)])",-0.014450483925708437,-0.01511402404100615,-0.015087171608571353,-0.015187075065082859,-0.014981310045472766,-0.014964012937168314,0.00026511859161244307,19,DRF,9.0,1.0,0.9,dummyID
100.11844310760497,19.46151159840837,14.03634524345398,1.1073095167559075,128,27,500,"OrderedDict([('min_node_size', 128), ('num_features', 27), ('num_trees', 500)])",-0.015489473008352803,-0.016739114540450312,-0.016373824179621837,-0.016251246882484485,-0.015663834159310917,-0.016103498554044072,0.0004624381786430824,47,DRF,9.0,1.0,0.9,dummyID
