mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_node_size,param_num_features,param_num_trees,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,model_name,cu,co,tau,variable
8.830770587921142,0.05846356234539909,3.4820534229278564,0.04268385650643452,8,8,500,"OrderedDict([('min_node_size', 8), ('num_features', 8), ('num_trees', 500)])",-0.10952053642160445,-0.10415618480680584,-0.09747554600200468,-0.09766685399271781,-0.12679380986506034,-0.10712258621763864,0.010807247560125919,14,DRF,9.0,1.0,0.9,dummyID
6.707075929641723,0.03179348206877852,2.8861446380615234,0.035548357322037684,4,8,100,"OrderedDict([('min_node_size', 4), ('num_features', 8), ('num_trees', 100)])",-0.10895359975292299,-0.10397463168211751,-0.09655669146179202,-0.09895428109898431,-0.12778115240788215,-0.10724407128073979,0.011120468809911327,16,DRF,9.0,1.0,0.9,dummyID
6.708757972717285,0.040973954030183384,2.8712805271148683,0.028121185299095904,4,8,100,"OrderedDict([('min_node_size', 4), ('num_features', 8), ('num_trees', 100)])",-0.10895359975292299,-0.10397463168211751,-0.09655669146179202,-0.09895428109898431,-0.12778115240788215,-0.10724407128073979,0.011120468809911327,16,DRF,9.0,1.0,0.9,dummyID
6.444550895690918,0.030040844761805376,3.0399635791778565,0.024838422269125384,32,8,50,"OrderedDict([('min_node_size', 32), ('num_features', 8), ('num_trees', 50)])",-0.11317297084236967,-0.10592753685566324,-0.09898302548700501,-0.09971372438473765,-0.1302371677379546,-0.10960688506154603,0.011511769236408136,38,DRF,9.0,1.0,0.9,dummyID
6.518811988830566,0.042551346088230815,2.7483919620513917,0.018904816745231093,2,8,50,"OrderedDict([('min_node_size', 2), ('num_features', 8), ('num_trees', 50)])",-0.11009766250319998,-0.1041100936656687,-0.09728775139437958,-0.09970046751861886,-0.1291391205134268,-0.10806701911905878,0.01140180711233885,26,DRF,9.0,1.0,0.9,dummyID
8.543708515167236,0.07435532976025291,4.336277198791504,0.1704460536691559,32,8,500,"OrderedDict([('min_node_size', 32), ('num_features', 8), ('num_trees', 500)])",-0.11190795091421807,-0.10641636932139856,-0.0984211368601815,-0.10023028771837032,-0.12992113942353553,-0.1093793768475408,0.011321889998169491,35,DRF,9.0,1.0,0.9,dummyID
6.8506965160369875,0.08601397334833893,3.0242240905761717,0.15589092391566609,1,8,100,"OrderedDict([('min_node_size', 1), ('num_features', 8), ('num_trees', 100)])",-0.10900147666921362,-0.10276589861330597,-0.09714956757438686,-0.09780565555616698,-0.12786722323173294,-0.10691796432896128,0.011304051205474838,9,DRF,9.0,1.0,0.9,dummyID
7.569075298309326,0.08605985475160362,3.197985076904297,0.16305739826991594,1,8,250,"OrderedDict([('min_node_size', 1), ('num_features', 8), ('num_trees', 250)])",-0.10845734804340355,-0.10388303725086453,-0.09685687537729527,-0.09755183246570392,-0.12614114272505547,-0.10657804717246455,0.010672237730153631,4,DRF,9.0,1.0,0.9,dummyID
6.797054243087769,0.057495755990246006,2.949228382110596,0.14767302581942343,2,8,100,"OrderedDict([('min_node_size', 2), ('num_features', 8), ('num_trees', 100)])",-0.10900147666921362,-0.10276589861330597,-0.09714956757438686,-0.09780565555616698,-0.12786722323173294,-0.10691796432896128,0.011304051205474838,9,DRF,9.0,1.0,0.9,dummyID
14.065008211135865,0.14306975530394583,3.34953031539917,0.12238036321382326,16,78,250,"OrderedDict([('min_node_size', 16), ('num_features', 78), ('num_trees', 250)])",-0.10990933053485188,-0.1048127509146158,-0.09745157518664962,-0.0991117508699184,-0.12700466790142695,-0.10765801508149253,0.010627012487863158,19,DRF,9.0,1.0,0.9,dummyID
13.473748540878296,0.16842529369331133,3.688961935043335,0.08748210335726522,32,78,250,"OrderedDict([('min_node_size', 32), ('num_features', 78), ('num_trees', 250)])",-0.11127399837766237,-0.10563079390536013,-0.09824529695688762,-0.09981162418353508,-0.1292973041380761,-0.10885180351230425,0.011211451737385594,31,DRF,9.0,1.0,0.9,dummyID
7.305355978012085,0.05478162866751352,3.3219018936157227,0.0786357471441633,16,8,250,"OrderedDict([('min_node_size', 16), ('num_features', 8), ('num_trees', 250)])",-0.11068295341960721,-0.10487002064447377,-0.09772634373003557,-0.09922637450784746,-0.1287015717587989,-0.10824145281215258,0.011205205069341202,29,DRF,9.0,1.0,0.9,dummyID
7.399338579177856,0.05322156990807729,3.127090835571289,0.08330279946230304,8,8,250,"OrderedDict([('min_node_size', 8), ('num_features', 8), ('num_trees', 250)])",-0.10907979545250882,-0.10412453912426838,-0.09744554255513543,-0.09856998844016181,-0.12660250791032504,-0.1071644746964799,0.01057421044884504,15,DRF,9.0,1.0,0.9,dummyID
9.343555355072022,0.05929777100175101,2.9405452728271486,0.07590513893139506,16,78,100,"OrderedDict([('min_node_size', 16), ('num_features', 78), ('num_trees', 100)])",-0.11028665415151429,-0.10458484507496178,-0.09675417560273661,-0.09995374095215488,-0.12950866375790973,-0.10821761590785546,0.011580058330110646,28,DRF,9.0,1.0,0.9,dummyID
8.667072820663453,0.10426950251949978,2.751384735107422,0.07999392644582343,2,78,50,"OrderedDict([('min_node_size', 2), ('num_features', 78), ('num_trees', 50)])",-0.11092299092373381,-0.10386051385484757,-0.09670767560272618,-0.09970025026161575,-0.12819531692663846,-0.10787734951391234,0.011223700526634668,22,DRF,9.0,1.0,0.9,dummyID
