binSize,weightsByDistance,0.9,fold,model_name,cu,co,tau,variable,dataset_name,0.75,0.5,0.25,0.1,0.9.1,0.75.1,0.5.1,0.25.1,0.1.1,0.9,0.75,0.5,0.25,0.1
20,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_101.0,bakery,,0.8801094303186353,,,,,,,,,,,,
20,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_101.0,bakery,,1.1009011908593498,,,,,,,,,,,,
100,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_101.0,bakery,,0.911329256517541,,,,,,,,,,,,
100,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_101.0,bakery,,0.998712584486643,,,,,,,,,,,,
400,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_101.0,bakery,,0.977309301577084,,,,,,,,,,,,
400,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_101.0,bakery,,0.9597682652075956,,,,,,,,,,,,
20,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_101.0,bakery,,0.6660879629629629,,,,,,,,,,,,
20,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_101.0,bakery,,0.8022280092592593,,,,,,,,,,,,
100,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_101.0,bakery,,0.6592881944444444,,,,,,,,,,,,
100,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_101.0,bakery,,0.7540509259259259,,,,,,,,,,,,
400,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_101.0,bakery,,0.8204571759259259,,,,,,,,,,,,
400,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_101.0,bakery,,0.7754629629629629,,,,,,,,,,,,
20,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.9585798816568044,,,,,,,,,,,,
20,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.1982248520710057,,,,,,,,,,,,
100,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.944773175542406,,,,,,,,,,,,
100,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.113412228796844,,,,,,,,,,,,
400,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.0,,,,,,,,,,,,
400,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.0798816568047336,,,,,,,,,,,,
20,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.9285033365109628,,,,,,,,,,,,
20,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.0743565300285989,,,,,,,,,,,,
100,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.9542421353670162,,,,,,,,,,,,
100,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.98093422306959,,,,,,,,,,,,
400,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.9313632030505244,,,,,,,,,,,,
400,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.90371782650143,,,,,,,,,,,,
20,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.9854910714285716,,,,,,,,,,,,
20,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.213169642857143,,,,,,,,,,,,
100,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.0089285714285716,,,,,,,,,,,,
100,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.1261160714285716,,,,,,,,,,,,
400,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.9921875000000002,,,,,,,,,,,,
400,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.1026785714285716,,,,,,,,,,,,
20,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.975,,,,,,,,,,,,
20,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.16875,,,,,,,,,,,,
100,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.975,,,,,,,,,,,,
100,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.0624999999999998,,,,,,,,,,,,
400,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.0260416666666663,,,,,,,,,,,,
400,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.05625,,,,,,,,,,,,
20,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.9222462203023756,,,,,,,,,,,,
20,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.167386609071274,,,,,,,,,,,,
100,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,0.983801295896328,,,,,,,,,,,,
100,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.1252699784017277,,,,,,,,,,,,
400,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.0669546436285098,,,,,,,,,,,,
400,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_109.0,bakery,,1.058315334773218,,,,,,,,,,,,
20,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,1.0055055055055055,,,,,,,,,,,,
20,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,1.1641641641641642,,,,,,,,,,,,
100,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,1.018018018018018,,,,,,,,,,,,
100,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,1.162162162162162,,,,,,,,,,,,
400,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,1.0,,,,,,,,,,,,
400,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,1.0185185185185186,,,,,,,,,,,,
20,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.81,,,,,,,,,,,,
20,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.9563636363636364,,,,,,,,,,,,
100,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.8227272727272728,,,,,,,,,,,,
100,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.911818181818182,,,,,,,,,,,,
400,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.9095454545454544,,,,,,,,,,,,
400,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.8877272727272727,,,,,,,,,,,,
20,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.9515477792732168,,,,,,,,,,,,
20,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,1.0574248541947062,,,,,,,,,,,,
100,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,1.0264692687303725,,,,,,,,,,,,
100,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,1.0529385374607447,,,,,,,,,,,,
400,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,1.009421265141319,,,,,,,,,,,,
400,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,1.043965903992822,,,,,,,,,,,,
20,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.9499105545617174,,,,,,,,,,,,
20,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,1.0389087656529516,,,,,,,,,,,,
100,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.7902504472271913,,,,,,,,,,,,
100,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.9561717352415028,,,,,,,,,,,,
400,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.9458855098389984,,,,,,,,,,,,
400,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.9669051878354205,,,,,,,,,,,,
20,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.7637437528396184,,,,,,,,,,,,
20,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.9931849159472966,,,,,,,,,,,,
100,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.8164470695138574,,,,,,,,,,,,
100,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.9527487505679236,,,,,,,,,,,,
400,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.9082235347569286,,,,,,,,,,,,
400,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,29.0_110.0,bakery,,0.9368468877782826,,,,,,,,,,,,
20,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.1904271744724653,,,,,,,,,,,,
20,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.2017498713329902,,,,,,,,,,,,
100,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.121461657231086,,,,,,,,,,,,
100,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.143592382913021,,,,,,,,,,,,
400,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.0,,,,,,,,,,,,
400,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.0458054554812146,,,,,,,,,,,,
20,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.0212187159956474,,,,,,,,,,,,
20,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.176278563656148,,,,,,,,,,,,
100,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,0.9749727965179544,,,,,,,,,,,,
100,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.1071817192600653,,,,,,,,,,,,
400,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,0.9668117519042436,,,,,,,,,,,,
400,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.061479869423286,,,,,,,,,,,,
20,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.1121433311214333,,,,,,,,,,,,
20,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.1605839416058394,,,,,,,,,,,,
100,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.013271400132714,,,,,,,,,,,,
100,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.1267418712674186,,,,,,,,,,,,
400,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.0126078301260784,,,,,,,,,,,,
400,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.0650298606502986,,,,,,,,,,,,
20,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.1274900398406376,,,,,,,,,,,,
20,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.106431417188389,,,,,,,,,,,,
100,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.0990324416619237,,,,,,,,,,,,
100,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.064883323847467,,,,,,,,,,,,
400,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.07057484348321,,,,,,,,,,,,
400,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,1.0301650540694365,,,,,,,,,,,,
20,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,0.9485580670303976,,,,,,,,,,,,
20,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,0.9844115354637568,,,,,,,,,,,,
100,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,0.9162120031176928,,,,,,,,,,,,
100,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,0.950896336710834,,,,,,,,,,,,
400,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,0.920888542478566,,,,,,,,,,,,
400,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_101.0,bakery,,0.9392049883086516,,,,,,,,,,,,
20,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,0.966153846153846,,,,,,,,,,,,
20,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.16,,,,,,,,,,,,
100,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,0.9476923076923074,,,,,,,,,,,,
100,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.1415384615384612,,,,,,,,,,,,
400,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.0,,,,,,,,,,,,
400,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.0953846153846152,,,,,,,,,,,,
20,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.0033444816053507,,,,,,,,,,,,
20,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,0.9565217391304344,,,,,,,,,,,,
100,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.006688963210702,,,,,,,,,,,,
100,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,0.9732441471571904,,,,,,,,,,,,
400,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,0.9765886287625416,,,,,,,,,,,,
400,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,0.9732441471571904,,,,,,,,,,,,
20,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,0.9393063583815028,,,,,,,,,,,,
20,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.4046242774566473,,,,,,,,,,,,
100,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,0.9913294797687864,,,,,,,,,,,,
100,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.317919075144509,,,,,,,,,,,,
400,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.008670520231214,,,,,,,,,,,,
400,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.2283236994219653,,,,,,,,,,,,
20,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.0384615384615383,,,,,,,,,,,,
20,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.0976331360946745,,,,,,,,,,,,
100,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,0.9822485207100592,,,,,,,,,,,,
100,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.0680473372781063,,,,,,,,,,,,
400,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,0.9940828402366862,,,,,,,,,,,,
400,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.0532544378698223,,,,,,,,,,,,
20,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.1254355400696865,,,,,,,,,,,,
20,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.2125435540069684,,,,,,,,,,,,
100,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.0731707317073171,,,,,,,,,,,,
100,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.2299651567944248,,,,,,,,,,,,
400,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.0348432055749128,,,,,,,,,,,,
400,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_109.0,bakery,,1.195121951219512,,,,,,,,,,,,
20,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.193771626297578,,,,,,,,,,,,
20,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.2906574394463668,,,,,,,,,,,,
100,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.1845444059976933,,,,,,,,,,,,
100,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.2906574394463668,,,,,,,,,,,,
400,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.0,,,,,,,,,,,,
400,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.1234140715109573,,,,,,,,,,,,
20,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.1913716814159292,,,,,,,,,,,,
20,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.1150442477876106,,,,,,,,,,,,
100,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.2223451327433628,,,,,,,,,,,,
100,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.1128318584070795,,,,,,,,,,,,
400,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.1172566371681414,,,,,,,,,,,,
400,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.1172566371681416,,,,,,,,,,,,
20,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,0.9207459207459208,,,,,,,,,,,,
20,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.2331002331002332,,,,,,,,,,,,
100,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,0.944055944055944,,,,,,,,,,,,
100,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.0163170163170163,,,,,,,,,,,,
400,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,0.8741258741258742,,,,,,,,,,,,
400,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,0.9871794871794872,,,,,,,,,,,,
20,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.01749419655185,,,,,,,,,,,,
20,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.1713281290389286,,,,,,,,,,,,
100,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.0099285933147806,,,,,,,,,,,,
100,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.0918892950496994,,,,,,,,,,,,
400,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.0792799563212505,,,,,,,,,,,,
400,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,1.032625403025989,,,,,,,,,,,,
20,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,0.7173091458805744,,,,,,,,,,,,
20,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,0.7233560090702946,,,,,,,,,,,,
100,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,0.7551020408163264,,,,,,,,,,,,
100,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,0.7399848828420256,,,,,,,,,,,,
400,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,0.8934240362811792,,,,,,,,,,,,
400,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,3.0_110.0,bakery,,0.7679516250944821,,,,,,,,,,,,
20,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.6491941557463475,,,,,,,,,,,,
20,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.7088416930260584,,,,,,,,,,,,
100,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.6222322638951651,,,,,,,,,,,,
100,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.6494954059346288,,,,,,,,,,,,
400,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,1.0,,,,,,,,,,,,
400,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.7070341918963702,,,,,,,,,,,,
20,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.6970182750881695,,,,,,,,,,,,
20,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.7686758576466819,,,,,,,,,,,,
100,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.7140109009297854,,,,,,,,,,,,
100,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.7497595383135622,,,,,,,,,,,,
400,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.7840654055787114,,,,,,,,,,,,
400,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.7579352356524529,,,,,,,,,,,,
20,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.8210027764167894,,,,,,,,,,,,
20,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.87620447493059,,,,,,,,,,,,
100,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.8178997223583213,,,,,,,,,,,,
100,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.8629756655234365,,,,,,,,,,,,
400,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.8033643638739183,,,,,,,,,,,,
400,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.8432141107300345,,,,,,,,,,,,
20,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.8017802122560765,,,,,,,,,,,,
20,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,1.0001711742553916,,,,,,,,,,,,
100,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.8223211229031153,,,,,,,,,,,,
100,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.9734679904142414,,,,,,,,,,,,
400,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.8120506675795961,,,,,,,,,,,,
400,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.9525847312564188,,,,,,,,,,,,
20,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.5900560224089635,,,,,,,,,,,,
20,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.695658263305322,,,,,,,,,,,,
100,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.642156862745098,,,,,,,,,,,,
100,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.6603641456582632,,,,,,,,,,,,
400,False,,4,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.7316526610644256,,,,,,,,,,,,
400,True,,4,LS_KDEx_MLP,5.0,5.0,0.5,30.0_101.0,bakery,,0.661344537815126,,,,,,,,,,,,
20,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,0.8812785388127854,,,,,,,,,,,,
20,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,0.9634703196347032,,,,,,,,,,,,
100,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,1.0216894977168949,,,,,,,,,,,,
100,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,0.9417808219178082,,,,,,,,,,,,
400,False,,0,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,1.0,,,,,,,,,,,,
400,True,,0,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,0.9577625570776256,,,,,,,,,,,,
20,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,0.9502890173410404,,,,,,,,,,,,
20,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,1.138728323699422,,,,,,,,,,,,
100,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,0.983815028901734,,,,,,,,,,,,
100,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,1.1213872832369942,,,,,,,,,,,,
400,False,,1,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,0.9872832369942196,,,,,,,,,,,,
400,True,,1,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,1.123699421965318,,,,,,,,,,,,
20,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,1.0877350044762757,,,,,,,,,,,,
20,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,1.1656222023276634,,,,,,,,,,,,
100,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,1.0778871978513875,,,,,,,,,,,,
100,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,1.126230975828111,,,,,,,,,,,,
400,False,,2,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,1.0474485228290062,,,,,,,,,,,,
400,True,,2,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,1.0823634735899732,,,,,,,,,,,,
20,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,0.6533742331288344,,,,,,,,,,,,
20,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,0.8302658486707567,,,,,,,,,,,,
100,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,0.6697341513292434,,,,,,,,,,,,
100,True,,3,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,0.7934560327198363,,,,,,,,,,,,
400,False,,3,LS_KDEx_MLP,5.0,5.0,0.5,30.0_109.0,bakery,,0.785276073619632,,,,,,,,,,,,
