"log_wage","male"
3.01593498087151,1
2.41809798011589,1
2.75131818135073,1
2.91057446521368,1
1.86075234071501,0
2.32278780031156,0
3.01343185065339,0
2.82356308822405,0
3.70908216143146,1
3.30361705332329,1
4.04555439805267,1
2.6228923927619,1
2.01263287200773,0
3.36531062232863,0
3.70908216143146,0
3.73648113561957,0
2.63027250005953,0
2.57124915961006,0
2.47693848013882,0
3.33438871199005,1
3.84884410380661,1
2.53042716508981,1
2.89815194521513,0
2.25379492882461,0
3.01593498087151,0
3.01593498087151,1
3.93222571274567,1
0.923070418859534,0
2.46254974268672,1
2.41809798011589,1
3.23907853218572,1
3.93222571274567,1
2.96901806108376,0
3.42140008897967,1
2.65926003693278,1
2.7927914295573,0
3.45418991180267,0
3.01593498087151,1
2.6794627442503,0
2.87283413723084,0
2.22480739195136,0
3.64454364029388,1
2.99061717288722,0
2.58515206477906,0
2.32278780031156,1
2.83361342407756,0
2.83361342407756,0
2.85341605137374,0
3.08825564245114,1
2.88240358824699,0
3.17720312846763,1
3.13371801652789,1
4.33769082085383,1
4.15536926405988,1
2.74805553571591,1
2.99346212501945,0
4.97730935562441,0
3.87035030902758,1
2.383412422128,0
3.30361705332329,1
2.75196943503705,1
3.64454364029388,1
2.58515206477906,0
3.64454364029388,1
2.21742728465374,0
2.30031494445951,1
2.86178430104425,1
2.85341605137374,0
2.73005308892388,0
2.42814831596939,1
3.42140008897967,1
2.10969458485086,1
3.05675697539177,1
3.13371801652789,0
2.5591765783758,0
2.93994907389359,0
3.89140371822541,1
2.37553836569709,1
2.89815194521513,1
2.91057446521368,1
3.11124516067584,1
2.88240358824699,1
3.65192374759151,1
3.76314938270173,1
3.88093241835811,0
3.78912486910499,0
2.95139645973394,0
2.89658822323894,0
3.11124516067584,0
3.93222571274567,0
2.50510935710552,0
3.42140008897967,1
3.08492785235846,0
3.9633162998157,1
3.75256727337119,1
3.19825653766546,0
2.17250559726223,1
4.81102224019224,0
2.46254974268672,1
1.31948569144778,1
2.91057446521368,1
1.95122424387908,0
2.44057083596795,1
1.96611285637283,0
3.65192374759151,1
3.01593498087151,0
2.96464168648396,0
2.85341605137374,0
2.88240358824699,0
3.70908216143146,0
2.50510935710552,0
2.50510935710552,1
3.19825653766546,1
2.32803715619771,0
2.85341605137374,0
2.65926003693278,0
1.58881862523136,1
3.90793302017662,1
3.50144279665321,1
4.11454726953962,1
2.54593135162578,1
3.93222571274567,1
3.23104636048846,1
4.07680694155677,1
2.92062480106719,1
5.56068163101553,0
2.96464168648396,1
4.02753589254999,1
3.278299245339,0
3.23907853218572,0
2.72825290841973,1
2.28196580579131,1
2.83361342407756,1
2.8937673468973,0
2.32278780031156,0
2.58515206477906,0
3.04062759346188,0
4.17908579067719,1
4.80769445009957,1
3.94217604359883,1
3.47335982791039,0
3.46960219079755,1
2.86178430104425,1
3.93222571274567,1
2.44057083596795,1
3.42140008897967,0
2.32278780031156,1
3.06038674344234,0
2.72825290841973,0
2.77173802035947,0
3.0513021247088,0
3.19825653766546,0
2.78442317988678,0
3.68376435344717,1
2.32278780031156,0
3.06472514504094,1
4.11454726953962,1
3.01593498087151,1
2.50510935710552,1
2.88240358824699,0
2.7927914295573,1
3.33438871199005,0
3.93222571274567,1
3.06318786572206,1
2.88596865441148,1
2.54593135162578,1
3.45776773315055,1
2.61046987276335,0
5.26932982967478,0
4.11454726953962,1
2.54593135162578,0
3.01593498087151,0
4.11454726953962,1
1.40649706843741,0
5.34669095083225,1
2.85830603666793,0
3.38365976099683,0
3.34907942740005,0
2.27399763614213,1
2.53789917992851,0
3.48593861011725,1
3.26724940915242,1
3.01593498087151,1
3.70908216143146,1
1.65781149671832,0
3.19825653766546,1
3.23907853218572,1
3.87271158521326,1
3.11804020380866,1
2.09964424899736,0
2.89815194521513,0
2.61046987276335,0
2.88240358824699,1
3.01593498087151,0
2.65209154745417,1
3.23907853218572,0
2.72825290841973,0
3.64720675771337,1
2.88240358824699,1
3.42140008897967,1
3.57555076880693,0
2.76747362157301,1
3.97144642589895,1
3.35240721749272,0
2.50510935710552,1
2.82019040374542,0
2.7927914295573,1
3.89140371822541,0
4.52001237764778,1
2.40074934178128,0
2.17760579046707,0
2.86278380137734,0
3.50144279665321,1
3.75420259671193,1
3.49285905296182,0
3.19825653766546,0
4.11454726953962,1
2.21297293430436,1
2.7927914295573,0
3.70908216143146,1
3.96859335691654,1
3.53174814614854,1
3.2470467018349,1
3.89140371822541,0
3.06472514504094,0
2.88240358824699,0
2.54593135162578,0
2.21742728465374,1
3.05849459529031,0
4.9067853527438,0
2.54593135162578,1
2.84158159372673,1
2.03510572785978,0
2.32278780031156,0
2.91057446521368,1
2.7927914295573,0
2.99130993356612,0
3.09289602200764,1
2.88810160936163,0
3.01593498087151,1
4.15536926405988,0
3.38749853730399,0
2.38548639452713,1
3.60372164577363,1
3.53174814614854,0
3.25232375893574,1
3.53174814614854,0
3.01593498087151,1
2.19495442880168,0
2.7927914295573,0
3.01593498087151,1
3.05995186628828,1
3.13371801652789,0
2.32278780031156,1
4.76513483568077,0
3.01593498087151,1
3.83691553294134,0
2.72825290841973,0
3.5267606046375,0
3.23907853218572,0
3.50144279665321,1
3.23907853218572,1
3.77807503291841,1
2.16026887081379,0
3.23907853218572,1
3.01593498087151,0
3.3201463552745,1
3.60372164577363,0
3.68376435344717,0
1.30113655277958,0
3.45418991180267,0
2.32278780031156,1
3.57555076880693,0
5.16069598867199,1
3.01593498087151,1
2.65926003693278,0
2.03510572785978,1
1.62964061975162,0
2.76907490293998,0
2.67560917493431,1
3.01593498087151,0
3.13371801652789,0
2.72825290841973,0
4.38965055978454,0
2.14046624351761,1
3.97144642589895,0
4.15536926405988,1
2.18665562598699,1
3.0789097800329,0
1.58881862523136,0
3.04062759346188,1
2.95936462938312,0
2.17968695667089,0
2.9379734394018,0
2.6228923927619,1
2.32278780031156,1
3.23907853218572,1
2.90260629556451,1
2.65926003693278,1
2.33075596996074,1
2.32278780031156,0
2.32278780031156,0
3.70908216143146,1
3.26724940915242,0
3.2754461763566,1
1.76317201237614,1
3.80439234123578,0
2.72825290841973,0
4.26869794936688,0
4.19458997721316,0
3.70908216143146,1
3.01593498087151,0
2.83261292374397,0
3.65778886704391,0
2.96464168648396,0
3.82100007763544,0
2.68743091389947,0
2.7927914295573,0
2.96464168648396,0
3.16650783935088,0
4.49184150068109,1
2.6228923927619,0
3.13371801652789,1
3.13371801652789,1
3.63497418927773,0
2.31441955064105,1
3.26539584050309,1
3.35240721749272,0
2.32278780031156,1
2.09964424899736,0
3.78140282301108,0
3.31603957332185,1
1.81196217654557,1
3.38365976099683,1
4.05738885569967,1
3.35240721749272,1
3.76970678324789,1
2.84685865082758,1
2.50510935710552,1
3.63676149985183,1
2.7927914295573,1
3.42140008897967,1
4.4022293419914,1
2.41354216358003,1
2.371577964481,1
2.96464168648396,1
2.50510935710552,0
4.33769082085383,0
3.03082359336526,0
2.97511298635126,1
2.61046987276335,0
2.21742728465374,0
3.278299245339,1
2.65926003693278,1
2.5591765783758,0
3.23907853218572,0
3.60372164577363,1
3.01593498087151,0
2.6228923927619,1
2.9379734394018,0
4.11454726953962,1
3.42140008897967,1
2.94694210938456,0
2.6228923927619,0
3.2188758248682,0
3.23907853218572,1
3.42140008897967,0
4.09774015122324,0
3.76314938270173,1
3.01593498087151,1
3.16051620968262,1
4.53576073461592,1
3.18298906553468,0
3.06472514504094,0
4.05444334546991,1
2.14046624351761,0
3.70908216143146,1
1.96611285637283,0
3.64454364029388,1
3.11124516067584,0
3.99676423388324,1
3.59129912577507,1
2.65926003693278,1
3.04062759346188,1
2.92062480106719,1
2.45631919293609,0
4.68364180142959,1
5.03083800141378,1
2.72825290841973,0
4.17908579067719,0
3.97144642589895,0
2.03510572785978,1
2.72825290841973,1
2.88240358824699,0
3.5267606046375,1
3.50363818721665,0
4.42962831617952,1
2.42814831596939,0
4.232330305196,1
2.99061717288722,1
2.32278780031156,0
2.72973329359016,1
3.54656323193368,1
3.12926366617851,0
2.65926003693278,0
3.70908216143146,0
3.01593498087151,0
3.42140008897967,1
3.278299245339,1
3.59129912577507,1
1.22417551164346,0
3.23907853218572,1
3.23907853218572,0
2.83361342407756,0
3.26971550164761,1
3.70908216143146,0
4.23971041249363,0
4.11454726953962,1
3.23907853218572,1
2.99061717288722,1
2.99758584220331,1
1.74296930505862,1
2.88240358824699,0
3.64454364029388,0
4.17908579067719,0
3.33438871199005,0
2.95050717554906,1
3.58973540379889,0
3.42140008897967,0
2.27291597027139,0
3.76090722929604,0
3.09418717777126,1
3.08825564245114,0
4.11454726953962,0
2.59722464601333,1
3.70908216143146,0
3.42140008897967,1
2.91057446521368,0
2.32278780031156,1
1.67843078392105,0
2.23317564162188,0
4.11454726953962,1
5.06720564558465,1
2.21742728465374,1
3.42140008897967,1
1.41891958843597,0
2.27149450592401,0
2.88240358824699,0
2.43164220522365,0
3.82686519708784,1
2.60041953690984,0
0.936493439191674,0
4.28444630633502,1
3.23907853218572,0
3.82686519708784,0
3.17008566069877,0
4.04555439805267,1
3.05515569402479,1
2.99061717288722,0
2.91057446521368,0
2.49168633677338,0
3.48593861011725,1
3.70908216143146,1
3.42140008897967,1
3.93222571274567,0
3.31073452109216,0
3.18298906553468,1
2.91057446521368,0
2.7927914295573,1
2.50510935710552,0
3.13371801652789,0
2.32278780031156,1
3.33438871199005,0
5.4734426564714,1
3.1437683523814,0
3.30361705332329,1
3.87035030902758,0
3.64454364029388,1
4.96184512992682,0
3.59129912577507,0
2.7646205525906,1
4.13107657149083,1
1.83665478913595,0
3.13371801652789,0
3.82686519708784,0
2.85341605137374,1
3.29218835749967,1
3.33438871199005,0
2.76747362157301,0
3.37010679459212,0
2.28196580579131,0
3.2188758248682,0
4.85898774448712,1
3.31603957332185,0
3.11124516067584,1
3.99988436121948,0
3.19825653766546,0
2.46544410071309,0
2.68743091389947,1
3.35240721749272,1
3.93222571274567,1
3.53174814614854,0
3.42140008897967,1
2.43611648561857,1
2.32278780031156,1
3.57555076880693,1
2.58515206477906,0
4.00506303669793,1
2.7927914295573,1
2.68743091389947,1
2.96464168648396,0
3.78912486910499,0
4.02389290127149,1
5.37836007422157,1
3.56711190016107,0
2.88240358824699,1
3.01593498087151,1
3.88966609832687,1
2.6228923927619,1
3.76970678324789,1
4.4022293419914,1
1.62964061975162,1
2.72825290841973,0
3.15206715519609,1
2.07859083979952,0
3.07184261280981,1
3.99049462086964,1
3.19825653766546,0
2.76809881696693,0
2.41809798011589,1
2.69779370093502,1
4.10112424920748,1
3.42140008897967,1
3.01593498087151,1
3.35240721749272,1
3.15173652203057,1
3.12254471592977,0
3.01593498087151,1
3.14696324327791,1
2.96464168648396,0
3.90323817587241,1
3.26724940915242,0
3.15569692324667,1
3.23907853218572,1
2.55162937274041,1
4.07680694155677,0
3.70908216143146,1
3.20597858375938,0
3.42140008897967,0
2.9379734394018,0
2.51202979995009,0
3.97144642589895,1
2.36200851346485,0
3.85990505116604,1
3.2470467018349,1
2.7927914295573,0
2.65926003693278,0
2.57743001868515,1
5.13219049567406,0
2.49714118745634,0
2.87090920882125,0
3.60372164577363,1
2.86933150667963,0
3.35240721749272,1
3.63112061996174,0
2.88240358824699,1
3.19825653766546,1
2.03510572785978,1
2.74149813516975,0
2.97511298635126,1
2.34577731853626,1
3.31603957332185,0
2.65926003693278,0
3.37010679459212,1
3.35240721749272,0
2.83361342407756,1
3.33438871199005,1
2.16151965271544,0
3.38365976099683,1
2.8937673468973,0
3.50144279665321,1
2.32278780031156,1
3.05675697539177,0
3.76827103282179,1
3.38749853730399,1
5.11517914984753,0
3.13371801652789,0
2.9379734394018,1
2.7927914295573,0
3.01593498087151,1
2.16863712048431,0
3.06472514504094,0
2.61046987276335,0
0.61803970807314,0
3.01593498087151,0
4.19458997721316,0
4.11454726953962,1
2.69435135674405,0
2.7927914295573,1
2.91057446521368,1
2.96464168648396,0
3.33438871199005,1
2.09964424899736,0
3.57555076880693,1
2.9379734394018,0
4.24460039778782,0
4.2470364525857,0
3.97972804673067,0
4.4022293419914,1
2.68046224458338,0
2.52345849577372,0
3.48593861011725,1
2.58515206477906,0
2.41809798011589,0
2.94694210938456,1
3.64454364029388,1
2.72825290841973,1
4.33769082085383,0
2.50510935710552,1
2.7927914295573,1
2.65926003693278,0
3.08492785235846,1
3.78140282301108,1
3.89140371822541,1
2.03510572785978,1
3.42140008897967,0
3.10109278921182,0
2.89333265877918,1
2.40164637522388,0
2.32278780031156,0
2.19495442880168,0
2.7927914295573,1
4.95227567891067,0
3.64454364029388,1
2.32278780031156,0
3.86323284125871,0
3.23907853218572,0
4.4022293419914,1
2.03510572785978,1
2.83361342407756,1
2.89658822323894,0
2.93589227319797,1
2.32278780031156,1
2.74864953632738,1
3.59513790208224,1
2.72825290841973,0
5.1077990425499,1
4.26869794936688,1
2.6794627442503,1
1.53655019668561,1
3.23907853218572,1
2.41809798011589,1
2.45631919293609,0
3.13371801652789,0
3.01593498087151,0
3.70908216143146,1
3.59356927430961,1
3.23907853218572,1
2.01263287200773,1
3.13371801652789,0
3.63357460892331,0
2.50510935710552,0
2.50510935710552,0
4.00918675388179,1
2.61296675296193,0
2.72825290841973,1
3.60372164577363,1
3.2800865559131,1
3.23907853218572,0
2.92632282218182,1
3.48593861011725,1
1.11881499598563,1
3.13371801652789,0
3.70908216143146,1
3.23907853218572,1
3.23907853218572,1
2.88240358824699,0
3.13371801652789,1
3.01593498087151,0
3.42140008897967,1
2.72825290841973,1
2.88240358824699,1
3.12129549652934,1
4.11454726953962,1
2.83361342407756,0
2.41809798011589,1
3.22178703507566,0
3.82686519708784,0
3.17008566069877,1
3.08492785235846,0
4.23971041249363,0
2.32278780031156,0
3.23907853218572,1
3.87506729890572,0
3.43941859448235,0
3.23907853218572,1
2.29380026343831,0
2.7927914295573,0
3.46222208349993,0
2.72825290841973,1
3.28922831587119,1
3.57555076880693,1
2.7927914295573,1
2.96464168648396,0
3.44337899569845,0
2.383412422128,0
2.36200851346485,1
3.23907853218572,0
2.89815194521513,0
3.35240721749272,0
3.42140008897967,1
2.7646205525906,0
3.01593498087151,0
2.383412422128,0
2.72825290841973,0
1.80291234102566,0
3.57555076880693,1
3.42140008897967,1
3.57555076880693,1
3.93222571274567,1
3.45776773315055,0
3.97995711556686,1
4.25430921191478,1
2.99061717288722,0
3.08825564245114,0
4.97884270629539,1
4.15536926405988,1
3.5267606046375,0
2.09964424899736,0
3.13371801652789,1
2.28456658749137,0
5.13449493914682,1
2.72113544065087,1
3.19825653766546,0
2.42263313528128,1
4.0943445622221,1
1.51310680349567,0
4.19458997721316,0
2.32278780031156,1
3.57555076880693,0
3.33438871199005,0
3.42140008897967,1
5.47552382267522,1
5.44073770658981,1
2.81810923754159,1
2.32278780031156,1
2.72825290841973,0
3.08047350200908,0
2.7927914295573,0
3.33640687614628,1
2.72825290841973,0
3.09597768854505,1
3.58502951276148,0
3.17956440465331,0
3.23907853218572,1
2.6512918672836,1
2.72825290841973,1
3.01593498087151,1
2.25379492882461,1
2.95984551422047,1
2.50510935710552,1
2.50510935710552,0
3.17720312846763,0
1.99428373333953,1
3.50144279665321,0
3.53174814614854,0
3.01593498087151,0
2.32278780031156,0
2.91057446521368,1
3.13371801652789,0
2.54593135162578,1
3.13371801652789,1
2.83361342407756,1
3.35240721749272,1
2.18925640768704,1
4.26869794936688,1
2.88240358824699,1
3.70908216143146,0
3.01343185065339,0
3.23907853218572,0
2.98030780322836,0
3.9810158769151,1
2.15371147026763,0
3.64454364029388,0
3.88303546855489,1
2.56394985712845,1
3.49936163044939,0
3.90323817587241,1
2.68743091389947,0
3.32341968061947,0
2.8148673812565,0
3.95202834004185,1
2.65926003693278,0
2.0012041761841,0
2.41809798011589,1
2.41809798011589,1
2.65926003693278,1
2.14843441316679,0
3.01593498087151,1
2.09964424899736,0
3.70908216143146,1
3.2470467018349,1
2.72825290841973,0
3.42140008897967,0
4.11454726953962,0
3.37010679459212,0
3.97144642589895,0
3.78398346960457,1
2.75357071640402,1
3.23104636048846,1
2.28196580579131,0
3.06472514504094,0
4.70233393444174,0
4.04555439805267,1
3.50144279665321,0
2.371577964481,0
1.862734501919,0
2.34476670703034,0
1.77917235372258,0
2.44448473528908,0
3.06472514504094,0
1.14413280396992,1
1.28871403278103,0
2.94872623117806,0
2.65926003693278,1
2.43611648561857,1
1.72495079955594,0
2.54147700127639,1
1.96611285637283,1
3.30361705332329,1
3.57555076880693,0
3.23907853218572,1
2.5161591932921,0
2.91057446521368,0
2.72825290841973,0
3.19825653766546,0
3.56116203135483,1
2.72825290841973,1
3.19825653766546,0
4.77379289842388,0
3.09289602200764,0
4.11454726953962,0
4.35343917782197,0
2.09964424899736,0
2.72825290841973,0
2.91057446521368,1
3.01593498087151,1
1.99428373333953,0
3.60372164577363,0
3.65778886704391,1
4.84851644461982,1
4.01840340898672,0
3.33438871199005,1
3.03075006665665,1
2.72825290841973,1
2.95139645973394,1
5.09537652255135,1
3.40459297066329,1
3.30361705332329,1
3.44337899569845,0
4.0192370897353,1
2.7698019113326,1
3.0465719503334,1
4.12284607235432,0
4.07198765512082,1
2.64648031028638,1
4.00918675388179,0
2.21742728465374,0
2.82788274936857,1
1.48653977611095,1
2.72825290841973,1
4.43300100065815,1
2.47693848013882,0
3.26971550164761,0
3.17720312846763,1
2.81526428540936,1
3.80439234123578,1
2.16026887081379,0
2.88240358824699,0
4.00918675388179,1
3.93222571274567,0
4.19458997721316,1
3.24773659492883,1
2.81526428540936,1
4.11454726953962,1
3.93222571274567,1
1.94163999985411,1
1.75847349159459,1
3.82686519708784,1
3.89970252104011,1
4.19458997721316,0
5.32599208870426,1
3.01593498087151,1
2.91057446521368,1
2.6794627442503,1
3.80439234123578,1
3.06472514504094,0
2.91057446521368,1
3.70908216143146,0
2.77954620280728,0
3.96178451498721,1
2.72825290841973,1
2.7927914295573,1
1.9173226922034,0
3.23907853218572,0
2.36200851346485,1
3.70908216143146,0
3.13371801652789,0
2.9885360066834,0
3.13371801652789,0
2.41809798011589,0
4.44305133651166,1
2.84158159372673,1
4.536541679599,0
2.91057446521368,0
2.88240358824699,0
2.50510935710552,1
2.50510935710552,0
2.09964424899736,0
5.22720191533077,1
3.03791388759029,1
4.30691916218708,0
3.53174814614854,1
3.89140371822541,0
3.05515569402479,0
3.77362068256903,0
2.72825290841973,1
3.01593498087151,0
4.08064571786394,1
3.86323284125871,1
2.96464168648396,1
3.17720312846763,1
3.82686519708784,1
2.7927914295573,1
2.07432644101307,0
2.88240358824699,1
2.91661677966965,0
3.93222571274567,1
2.83361342407756,1
3.59129912577507,1
3.13371801652789,0
2.58515206477906,0
2.09964424899736,0
2.91749490805826,1
2.0012041761841,1
2.65926003693278,0
3.01593498087151,1
3.278299245339,0
2.72825290841973,0
2.50510935710552,0
2.85341605137374,0
3.99676423388324,1
2.50510935710552,0
3.70908216143146,0
3.60259868102901,1
4.96184512992682,1
3.01593498087151,0
2.96714481670208,1
2.32278780031156,1
4.30378926917815,1
2.65568221558489,1
3.73013557062929,1
3.82439300794245,0
3.278299245339,1
2.94121143467557,1
3.56598131779078,0
3.83791503327442,1
3.13371801652789,0
3.23907853218572,1
3.23907853218572,0
2.54593135162578,1
3.51063122270762,0
1.86602939781585,0
2.72825290841973,1
3.01593498087151,1
1.98186121334097,1
3.35240721749272,1
3.84261355405598,1
3.92217537689216,0
2.85341605137374,1
2.9603651297167,0
2.03510572785978,1
2.72825290841973,0
3.42140008897967,1
3.93222571274567,1
4.15536926405988,1
3.33438871199005,1
3.67034133311502,0
2.32278780031156,0
2.88240358824699,1
3.69790886083333,0
2.85341605137374,1
2.73773165237427,1
3.30361705332329,1
2.43286445023219,1
2.72825290841973,1
2.54593135162578,0
3.13371801652789,0
2.72825290841973,0
3.01593498087151,1
3.82686519708784,1
2.50510935710552,0
3.48593861011725,1
3.42140008897967,1
3.70908216143146,0
3.9810158769151,0
2.74805553571591,0
3.23907853218572,0
3.42140008897967,0
2.35095867727826,1
2.60946937242976,0
3.42140008897967,1
3.23907853218572,1
2.69779370093502,1
3.06472514504094,0
3.5267606046375,1
2.32278780031156,0
2.23317564162188,0
2.32278780031156,1
2.43611648561857,0
2.72825290841973,0
2.95936462938312,0
2.96464168648396,1
2.6228923927619,1
3.01593498087151,0
2.90593408565718,0
3.35240721749272,0
3.5084114659693,0
3.17008566069877,0
3.33438871199005,1
3.07655960268795,0
3.84884410380661,0
2.03510572785978,1
3.13371801652789,1
2.35095867727826,0
3.50144279665321,0
3.61947000274177,1
4.53836151631598,1
2.1543691486866,1
3.75787232560089,1
3.516710268784,1
2.86178430104425,0
3.82686519708784,1
2.72825290841973,1
2.82356308822405,1
3.31603957332185,0
2.21742728465374,0
4.30691916218708,1
3.57555076880693,1
2.09964424899736,1
2.60041953690984,1
2.76104273124272,1
2.72825290841973,0
2.01263287200773,1
2.37632856723959,1
3.42140008897967,1
2.03510572785978,0
3.19825653766546,0
3.53174814614854,1
3.43792939093089,0
1.55731995817199,1
3.57555076880693,0
3.05515569402479,1
5.34542752678548,1
2.42814831596939,0
2.4097991773012,1
3.30361705332329,1
3.23907853218572,0
1.62964061975162,0
2.97554691996622,0
2.72825290841973,1
3.42140008897967,0
2.58515206477906,0
3.44771739729705,1
2.5432611230699,0
1.40649706843741,0
3.84011042383786,1
