"Longitude","Latitude","Elevation","Weekday","Month","Time","Land.Use_AGRICULTURAL","Land.Use_COMMERCIAL","Land.Use_FOREST","Land.Use_INDUSTRIAL","Land.Use_MILITARY RESERVATION","Land.Use_RESIDENTIAL","Location.Setting_RURAL","Location.Setting_SUBURBAN","Location.Setting_URBAN AND CENTER CITY"
-86.815,33.553056,180,4,8,1337,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,7,9,1340,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,3,9,1343,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,6,9,1346,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,2,9,1349,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,5,9,1352,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,1,9,1355,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,4,9,1358,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,5,8,1331,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,1,8,1334,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,3,10,1028,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,6,10,1031,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,2,10,1034,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,4,8,1316,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,6,7,548,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,2,8,950,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,3,7,1301,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,6,7,1304,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,7,8,1312,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,1,8,1313,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,5,9,995,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,1,9,998,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,7,10,1004,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,3,10,1007,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,6,8,947,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,5,8,953,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,1,8,956,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,7,5,500,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,3,9,986,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,4,6,896,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,7,7,941,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,1,7,935,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,2,10,1391,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,1,6,893,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,5,10,1394,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,2,7,929,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,5,7,932,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,4,7,938,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,4,8,602,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,2,9,614,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,1,8,599,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,5,6,890,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,6,9,611,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,7,9,626,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,4,9,623,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,6,7,926,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,1,9,620,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,5,9,617,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,3,8,608,0,1,0,0,0,0,0,0,1
-86.815,33.553056,180,7,8,605,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,4,1193,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,6,530,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,4,1190,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,6,532,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,4,1189,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,11,323,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,6,531,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,4,1196,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,6,529,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,8,1310,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,7,1304,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,12,340,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,12,339,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,6,533,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,11,332,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,4,1195,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,6,526,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,8,1309,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,7,1306,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,11,326,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,6,527,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,4,1191,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,6,528,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,12,341,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,3,819,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,4,1192,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,4,1197,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,4,1194,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,11,330,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,11,328,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,11,325,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,11,331,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,6,541,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,10,645,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,6,525,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,7,1305,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,4,822,0,1,0,0,0,0,0,0,1
