"Longitude","Latitude","Elevation","Weekday","Month","Time","Land.Use_AGRICULTURAL","Land.Use_COMMERCIAL","Land.Use_FOREST","Land.Use_INDUSTRIAL","Land.Use_MILITARY RESERVATION","Land.Use_RESIDENTIAL","Location.Setting_RURAL","Location.Setting_SUBURBAN","Location.Setting_URBAN AND CENTER CITY"
-81.3625,28.596389,27,2,5,866,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,4,462,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,1,1479,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,5,505,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,4,467,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,5,870,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,5,871,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,7,1290,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,9,629,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,2,764,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,2,1130,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,6,1631,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,4,476,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,2,766,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,3,427,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,8,970,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,3,810,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,11,687,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,2,780,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,8,1335,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,4,112,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,3,433,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,2,786,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,5,487,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,2,784,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,10,1384,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,2,785,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,2,1147,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,10,1023,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,1,1110,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,8,242,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,3,455,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,11,698,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,9,993,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,12,701,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,11,1043,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,3,1521,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,10,301,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,11,1402,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,2,58,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,7,1282,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,5,138,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,3,798,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,12,713,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,12,714,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,3,63,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,3,806,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,9,632,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,9,633,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,10,279,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,2,1141,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,3,430,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,10,280,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,3,431,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,2,779,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,4,480,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,2,782,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,12,1456,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,4,115,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,9,1339,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,12,1458,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,3,436,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,3,437,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,1,738,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,10,1025,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,10,1028,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,1,1107,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,5,1589,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,3,454,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,4,457,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,9,1347,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,11,1039,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,12,704,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,9,1356,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,12,707,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,1,376,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,12,709,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,12,710,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,6,177,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,1,377,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,12,715,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,6,1249,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,8,594,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,3,803,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,12,1446,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,3,809,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,2,777,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,7,184,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,1,731,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,1,732,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,1,733,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,2,783,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,10,287,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,10,1383,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,6,156,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,10,1015,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,10,1016,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,10,1019,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,9,244,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,5,493,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,2,1517,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,1,1108,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,3,453,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,3,1528,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,12,700,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,11,1038,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,11,1040,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,10,1397,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,11,1400,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,10,1399,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,5,868,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,5,503,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,3,59,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,9,1362,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,7,1289,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,7,920,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,3,64,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,3,1167,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,1,1490,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,10,275,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,8,224,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,7,183,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,3,425,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,8,223,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,4,479,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,2,778,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,10,1374,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,8,971,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,12,1457,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,8,1337,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,8,1338,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,1,735,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,10,1381,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,10,1021,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,10,1022,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,2,1149,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,1,740,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,5,495,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,10,296,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,11,1042,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,4,458,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,4,461,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,5,1604,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,1,375,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,12,708,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,5,137,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,5,133,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,3,795,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,3,800,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,1,760,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,1,755,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,12,716,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,10,1007,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,3,1170,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,7,923,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,6,1633,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,10,277,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,12,1445,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,2,772,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,8,220,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,2,424,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,3,428,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,2,773,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,6,153,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,2,1501,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,2,1497,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,6,155,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,12,730,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,10,1379,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,1,737,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,8,241,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,9,1343,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,10,1027,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,2,1150,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,1,1104,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,10,297,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,9,251,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,11,1037,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,2,1513,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,2,1519,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,10,1398,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,4,463,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,5,502,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,7,1277,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,6,170,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,1,1125,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,7,1288,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,9,625,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,7,1286,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,3,61,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,12,718,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,8,219,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,10,276,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,2,770,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,2,771,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,6,1254,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,2,774,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,3,429,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,6,152,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,10,1375,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,3,434,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,3,435,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,1,734,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,6,157,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,10,1020,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,10,1387,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,2,1507,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,10,1388,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,10,1033,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,5,1586,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,10,298,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,5,1596,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,9,248,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,1,1117,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,5,1605,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,5,867,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,9,264,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,3,796,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,3,797,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,9,1361,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,9,1363,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,5,140,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,5,141,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,7,921,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,3,804,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,6,1253,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,2,765,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,6,1252,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,5,880,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,2,421,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,1,26,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,2,422,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,10,1010,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,12,724,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,10,1376,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,6,154,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,10,1377,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,10,1380,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,2,1500,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,1,736,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,1,1103,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,6,158,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,10,1390,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,2,1514,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,3,452,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,2,1516,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,5,498,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,3,1155,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,2,1518,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,10,1396,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,2,57,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,7,1281,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,6,169,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,1,1124,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,5,134,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,3,799,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,7,916,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,9,623,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,7,917,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,6,1248,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,5,142,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,12,717,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,6,1251,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,12,719,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,5,144,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,5,874,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,1,1488,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,1,1489,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,10,1372,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,2,423,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,10,1373,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,5,879,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,12,721,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,5,147,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,8,972,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,6,1255,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,10,1378,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,12,728,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,10,1017,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,2,1502,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,2,1503,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,2,788,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,11,1036,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,3,451,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,5,1587,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,5,1593,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,1,1116,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,5,501,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,1,1115,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,1,1114,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,5,131,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,3,1158,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,7,1283,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,5,135,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,5,1610,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,1,759,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,1,758,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,9,627,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,9,626,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,7,919,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,6,1250,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,1,1487,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,5,875,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,1,1486,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,9,1366,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,5,143,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,2,1492,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,4,478,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,2,1493,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,5,497,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,5,146,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,10,1009,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,10,299,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,8,1336,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,12,729,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,10,1014,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,2,1498,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,6,1262,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,10,1389,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,1,1105,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,5,496,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,7,915,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,2,1512,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,10,1394,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,12,712,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,5,1603,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,1,374,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,6,168,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,5,132,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,4,464,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,3,60,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,7,1287,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,7,1285,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,1,750,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,1,752,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,10,1371,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,9,628,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,10,1011,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,1,1491,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,10,1032,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,1,1106,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,5,876,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,1,743,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,2,1495,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,3,1157,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,2,1499,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,10,1385,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,9,260,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,1,757,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,1,742,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,1,753,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,9,624,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,5,499,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,9,1364,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,10,1393,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,2,1496,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,6,1259,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,6,1274,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,9,265,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,2,5,1608,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,2,1506,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,1,7,914,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,2,1515,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,3,12,720,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,4,9,1365,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,12,722,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,6,10,1395,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,7,5,500,0,1,0,0,0,0,0,0,1
-81.3625,28.596389,27,5,3,1156,0,1,0,0,0,0,0,0,1
